datetimePST,stage_ft,stage_m,Ivel_ft.s,Avel_ft.s,Discharge_cfs,StageCorrToUSGS,Overtopping_CDECDatum33.5ft,Overtopping_USGSSurvey32.3ft,Overtopping_ProposedCDECCorr33.5ft
1/22/2016 9:45,30.4,9.265919704,3.44,3.32,26341.36,28.45,0,0,0
1/22/2016 10:00,30.42,9.272015703,3.42,3.31,26257.46,28.47,0,0,0
1/22/2016 10:15,30.42,9.272015703,3.43,3.32,26321.49,28.47,0,0,0
1/22/2016 10:30,30.43,9.275063703,3.44,3.32,26366.93,28.48,0,0,0
1/22/2016 10:45,30.43,9.275063703,3.46,3.34,26463.06,28.48,0,0,0
1/22/2016 11:00,30.43,9.275063703,3.46,3.33,26454.76,28.48,0,0,0
1/22/2016 11:15,30.44,9.278111703,3.45,3.33,26427.7,28.49,0,0,0
1/22/2016 11:30,30.44,9.278111703,3.45,3.33,26418.34,28.49,0,0,0
1/22/2016 11:45,30.44,9.278111703,3.28,3.23,25661.87,28.49,0,0,0
1/22/2016 12:00,30.44,9.278111703,3.17,3.17,25136.99,28.49,0,0,0
1/22/2016 12:15,30.44,9.278111703,3.1,3.13,24819.58,28.49,0,0,0
1/22/2016 12:30,30.44,9.278111703,3.16,3.16,25084.57,28.49,0,0,0
1/22/2016 12:45,30.45,9.281159703,3.16,3.16,25074.66,28.5,0,0,0
1/22/2016 13:00,30.46,9.284207703,3.12,3.14,24904.68,28.51,0,0,0
1/22/2016 13:15,30.46,9.284207703,3.36,3.28,26059.9,28.51,0,0,0
1/22/2016 13:30,30.46,9.284207703,3.39,3.3,26193.3,28.51,0,0,0
1/22/2016 13:45,30.47,9.287255703,3.27,3.22,25610.46,28.52,0,0,0
1/22/2016 14:00,30.45,9.281159703,3.31,3.25,25786.84,28.5,0,0,0
1/22/2016 14:15,30.45,9.281159703,3.26,3.22,25541.14,28.5,0,0,0
1/22/2016 14:30,30.44,9.278111703,3.4,3.3,26196.86,28.49,0,0,0
1/22/2016 14:45,30.44,9.278111703,3.37,3.28,26063.18,28.49,0,0,0
1/22/2016 15:00,30.44,9.278111703,3.23,3.2,25427.69,28.49,0,0,0
1/22/2016 15:15,30.44,9.278111703,3.24,3.21,25449.6,28.49,0,0,0
1/22/2016 15:30,30.45,9.281159703,3.24,3.21,25474.46,28.5,0,0,0
1/22/2016 15:45,30.45,9.281159703,3.19,3.18,25245.54,28.5,0,0,0
1/22/2016 16:00,30.45,9.281159703,3.24,3.21,25490.9,28.5,0,0,0
1/22/2016 16:15,30.46,9.284207703,3.17,3.17,25148.31,28.51,0,0,0
1/22/2016 16:30,30.46,9.284207703,3.17,3.17,25152.07,28.51,0,0,0
1/22/2016 16:45,30.45,9.281159703,3.23,3.2,25446.26,28.5,0,0,0
1/22/2016 17:00,30.46,9.284207703,3.36,3.28,26014.52,28.51,0,0,0
1/22/2016 17:15,30.46,9.284207703,3.25,3.22,25542.55,28.51,0,0,0
1/22/2016 17:30,30.45,9.281159703,3.22,3.2,25385.59,28.5,0,0,0
1/22/2016 17:45,30.45,9.281159703,3.3,3.24,25746.91,28.5,0,0,0
1/22/2016 18:00,30.46,9.284207703,3.26,3.22,25559.6,28.51,0,0,0
1/22/2016 18:15,30.45,9.281159703,3.28,3.23,25664.53,28.5,0,0,0
1/22/2016 18:30,30.45,9.281159703,3.42,3.31,26296.65,28.5,0,0,0
1/22/2016 18:45,30.45,9.281159703,3.26,3.22,25537.61,28.5,0,0,0
1/22/2016 19:00,30.44,9.278111703,3.29,3.24,25709.39,28.49,0,0,0
1/22/2016 19:15,30.43,9.275063703,3.29,3.24,25702.65,28.48,0,0,0
1/22/2016 19:30,30.43,9.275063703,3.26,3.22,25549.14,28.48,0,0,0
1/22/2016 19:45,30.43,9.275063703,3.32,3.26,25840.95,28.48,0,0,0
1/22/2016 20:00,30.42,9.272015703,3.2,3.18,25244.81,28.47,0,0,0
1/22/2016 20:15,30.42,9.272015703,3.2,3.19,25271.56,28.47,0,0,0
1/22/2016 20:30,30.41,9.268967703,3.32,3.26,25816.33,28.46,0,0,0
1/22/2016 20:45,30.41,9.268967703,3.32,3.26,25819.03,28.46,0,0,0
1/22/2016 21:00,30.41,9.268967703,3.31,3.25,25752.88,28.46,0,0,0
1/22/2016 21:15,30.4,9.265919704,3.35,3.27,25919.96,28.45,0,0,0
1/22/2016 21:30,30.39,9.262871704,3.23,3.2,25378.15,28.44,0,0,0
1/22/2016 21:45,30.39,9.262871704,3.41,3.31,26202.18,28.44,0,0,0
1/22/2016 22:00,30.38,9.259823704,3.36,3.28,25946.62,28.43,0,0,0
1/22/2016 22:15,30.37,9.256775704,3.24,3.21,25399.42,28.42,0,0,0
1/22/2016 22:30,30.36,9.253727704,3.4,3.3,26106.93,28.41,0,0,0
1/22/2016 22:45,30.35,9.250679704,3.27,3.23,25511.82,28.4,0,0,0
1/22/2016 23:00,30.34,9.247631704,3.31,3.25,25659.95,28.39,0,0,0
1/22/2016 23:15,30.34,9.247631704,3.25,3.21,25391.12,28.39,0,0,0
1/22/2016 23:30,30.34,9.247631704,3.02,3.08,24324.32,28.39,0,0,0
1/22/2016 23:45,30.33,9.244583704,2.99,3.06,24172.12,28.38,0,0,0
1/23/2016 0:00,30.33,9.244583704,3.08,3.12,24623.6,28.38,0,0,0
1/23/2016 0:15,30.34,9.247631704,2.99,3.06,24185.74,28.39,0,0,0
1/23/2016 0:30,30.33,9.244583704,3.07,3.11,24575.37,28.38,0,0,0
1/23/2016 0:45,30.32,9.241535704,3.1,3.13,24688.65,28.37,0,0,0
1/23/2016 1:00,30.31,9.238487704,3.07,3.11,24543.76,28.36,0,0,0
1/23/2016 1:15,30.3,9.235439705,3.09,3.12,24624.35,28.35,0,0,0
1/23/2016 1:30,30.3,9.235439705,3.17,3.17,25001.88,28.35,0,0,0
1/23/2016 1:45,30.29,9.232391705,3.15,3.15,24865,28.34,0,0,0
1/23/2016 2:00,30.28,9.229343705,3.14,3.15,24822.79,28.33,0,0,0
1/23/2016 2:15,30.27,9.226295705,3.08,3.11,24519.67,28.32,0,0,0
1/23/2016 2:30,30.26,9.223247705,3.07,3.11,24490.47,28.31,0,0,0
1/23/2016 2:45,30.25,9.220199705,2.98,3.06,24076.8,28.3,0,0,0
1/23/2016 3:00,30.24,9.217151705,3.09,3.12,24577.91,28.29,0,0,0
1/23/2016 3:15,30.23,9.214103705,3.05,3.1,24381.21,28.28,0,0,0
1/23/2016 3:30,30.22,9.211055705,3.13,3.14,24715.76,28.27,0,0,0
1/23/2016 3:45,30.22,9.211055705,3.24,3.21,25233.06,28.27,0,0,0
1/23/2016 4:00,30.21,9.208007705,3.22,3.19,25108.83,28.26,0,0,0
1/23/2016 4:15,30.2,9.204959705,3.11,3.13,24596.88,28.25,0,0,0
1/23/2016 4:30,30.18,9.198863706,3.04,3.09,24288.27,28.23,0,0,0
1/23/2016 4:45,30.17,9.195815706,3.08,3.11,24443.13,28.22,0,0,0
1/23/2016 5:00,30.16,9.192767706,3.07,3.11,24392.88,28.21,0,0,0
1/23/2016 5:15,30.17,9.195815706,3.1,3.13,24562.79,28.22,0,0,0
1/23/2016 5:30,30.18,9.198863706,3.04,3.09,24266.91,28.23,0,0,0
1/23/2016 5:45,30.18,9.198863706,3.23,3.2,25141.56,28.23,0,0,0
1/23/2016 6:00,30.17,9.195815706,3.23,3.2,25114.36,28.22,0,0,0
1/23/2016 6:15,30.15,9.189719706,3.33,3.26,25591.59,28.2,0,0,0
1/23/2016 6:30,30.12,9.180575706,3.22,3.2,25048.45,28.17,0,0,0
1/23/2016 6:45,30.09,9.171431707,3.15,3.15,24678.34,28.14,0,0,0
1/23/2016 7:00,30.07,9.165335707,3.09,3.12,24398.08,28.12,0,0,0
1/23/2016 7:15,30.07,9.165335707,3.14,3.15,24610.13,28.12,0,0,0
1/23/2016 7:30,30.08,9.168383707,3.15,3.15,24671.35,28.13,0,0,0
1/23/2016 7:45,30.07,9.165335707,3.14,3.15,24627.96,28.12,0,0,0
1/23/2016 8:00,30.06,9.162287707,3.17,3.17,24750.06,28.11,0,0,0
1/23/2016 8:15,30.05,9.159239707,3.25,3.22,25117.13,28.1,0,0,0
1/23/2016 8:30,30.04,9.156191707,3.2,3.19,24889.84,28.09,0,0,0
1/23/2016 8:45,30.03,9.153143707,3.28,3.23,25220.27,28.08,0,0,0
1/23/2016 9:00,30.02,9.150095707,3.17,3.16,24691.79,28.07,0,0,0
1/23/2016 9:15,30.02,9.150095707,3.18,3.18,24777,28.07,0,0,0
1/23/2016 9:30,30.02,9.150095707,3.18,3.17,24734.86,28.07,0,0,0
1/23/2016 9:45,30,9.143999707,3.23,3.2,24945.51,28.05,0,0,0
1/23/2016 10:00,29.98,9.137903708,3.21,3.19,24875.95,28.03,0,0,0
1/23/2016 10:15,29.98,9.137903708,3.02,3.08,24002.3,28.03,0,0,0
1/23/2016 10:30,29.97,9.134855708,3.19,3.18,24770.55,28.02,0,0,0
1/23/2016 10:45,29.96,9.131807708,3.26,3.22,25036.03,28.01,0,0,0
1/23/2016 11:00,29.94,9.125711708,3.2,3.18,24760.59,27.99,0,0,0
1/23/2016 11:15,29.94,9.125711708,3.19,3.18,24732.1,27.99,0,0,0
1/23/2016 11:30,29.93,9.122663708,3.22,3.2,24848.05,27.98,0,0,0
1/23/2016 11:45,29.92,9.119615708,3.26,3.22,25001.67,27.97,0,0,0
1/23/2016 12:00,29.92,9.119615708,3.16,3.16,24574.82,27.97,0,0,0
1/23/2016 12:15,29.9,9.113519708,3.23,3.2,24880.18,27.95,0,0,0
1/23/2016 12:30,29.9,9.113519708,3.25,3.21,24938.6,27.95,0,0,0
1/23/2016 12:45,29.89,9.110471709,3.16,3.16,24524.69,27.94,0,0,0
1/23/2016 13:00,29.88,9.107423709,3.14,3.15,24413.12,27.93,0,0,0
1/23/2016 13:15,29.87,9.104375709,3.21,3.19,24729.15,27.92,0,0,0
1/23/2016 13:30,29.86,9.101327709,3.04,3.09,23974.31,27.91,0,0,0
1/23/2016 13:45,29.85,9.098279709,3.12,3.14,24318.15,27.9,0,0,0
1/23/2016 14:00,29.85,9.098279709,3.19,3.18,24653.6,27.9,0,0,0
1/23/2016 14:15,29.85,9.098279709,3.11,3.13,24250.69,27.9,0,0,0
1/23/2016 14:30,29.85,9.098279709,3.19,3.18,24618.33,27.9,0,0,0
1/23/2016 14:45,29.85,9.098279709,3.03,3.08,23893.86,27.9,0,0,0
1/23/2016 15:00,29.83,9.092183709,3.14,3.15,24376.25,27.88,0,0,0
1/23/2016 15:15,29.83,9.092183709,3.17,3.17,24506.23,27.88,0,0,0
1/23/2016 15:30,29.82,9.089135709,3.02,3.08,23834.32,27.87,0,0,0
1/23/2016 15:45,29.82,9.089135709,3.05,3.1,23963.22,27.87,0,0,0
1/23/2016 16:00,29.81,9.086087709,3.1,3.12,24176.88,27.86,0,0,0
1/23/2016 16:15,29.81,9.086087709,3.1,3.12,24159.17,27.86,0,0,0
1/23/2016 16:30,29.81,9.086087709,3.08,3.11,24071.34,27.86,0,0,0
1/23/2016 16:45,29.8,9.083039709,3.05,3.1,23958.3,27.85,0,0,0
1/23/2016 17:00,29.8,9.083039709,3.03,3.08,23856.31,27.85,0,0,0
1/23/2016 17:15,29.79,9.079991709,3.06,3.1,23993.06,27.84,0,0,0
1/23/2016 17:30,29.79,9.079991709,3.06,3.1,23973.22,27.84,0,0,0
1/23/2016 17:45,29.78,9.07694371,3.04,3.09,23874.89,27.83,0,0,0
1/23/2016 18:00,29.78,9.07694371,3,3.07,23693.8,27.83,0,0,0
1/23/2016 18:15,29.78,9.07694371,3.05,3.09,23906.29,27.83,0,0,0
1/23/2016 18:30,29.77,9.07389571,3.07,3.11,23992.83,27.82,0,0,0
1/23/2016 18:45,29.77,9.07389571,3.08,3.12,24067.21,27.82,0,0,0
1/23/2016 19:00,29.77,9.07389571,3.08,3.11,24055.89,27.82,0,0,0
1/23/2016 19:15,29.76,9.07084771,3.01,3.07,23706.91,27.81,0,0,0
1/23/2016 19:30,29.75,9.06779971,3.06,3.1,23958.83,27.8,0,0,0
1/23/2016 19:45,29.74,9.06475171,3.06,3.1,23944.85,27.79,0,0,0
1/23/2016 20:00,29.74,9.06475171,3.12,3.14,24202.39,27.79,0,0,0
1/23/2016 20:15,29.74,9.06475171,3.11,3.13,24171.44,27.79,0,0,0
1/23/2016 20:30,29.73,9.06170371,3.08,3.11,24007.98,27.78,0,0,0
1/23/2016 20:45,29.73,9.06170371,3.04,3.09,23821.4,27.78,0,0,0
1/23/2016 21:00,29.73,9.06170371,3.07,3.11,23969.51,27.78,0,0,0
1/23/2016 21:15,29.73,9.06170371,3.08,3.11,23994.16,27.78,0,0,0
1/23/2016 21:30,29.72,9.05865571,3.09,3.12,24053.4,27.77,0,0,0
1/23/2016 21:45,29.72,9.05865571,3.16,3.16,24363.24,27.77,0,0,0
1/23/2016 22:00,29.71,9.05560771,3.08,3.12,24014.26,27.76,0,0,0
1/23/2016 22:15,29.71,9.05560771,3.08,3.12,24007.25,27.76,0,0,0
1/23/2016 22:30,29.71,9.05560771,3.1,3.13,24094.99,27.76,0,0,0
1/23/2016 22:45,29.71,9.05560771,3.18,3.17,24423.91,27.76,0,0,0
1/23/2016 23:00,29.71,9.05560771,3.16,3.16,24373.04,27.76,0,0,0
1/23/2016 23:15,29.7,9.05255971,3.12,3.14,24161.91,27.75,0,0,0
1/23/2016 23:30,29.69,9.04951171,3.21,3.19,24585.71,27.74,0,0,0
1/23/2016 23:45,29.69,9.04951171,3.17,3.16,24359.68,27.74,0,0,0
1/24/2016 0:00,29.69,9.04951171,3.15,3.16,24289.54,27.74,0,0,0
1/24/2016 0:15,29.69,9.04951171,3.15,3.15,24269.83,27.74,0,0,0
1/24/2016 0:30,29.68,9.046463711,3.3,3.24,24946.8,27.73,0,0,0
1/24/2016 0:45,29.68,9.046463711,3.23,3.2,24638.32,27.73,0,0,0
1/24/2016 1:00,29.67,9.043415711,3.21,3.19,24525.1,27.72,0,0,0
1/24/2016 1:15,29.67,9.043415711,3.05,3.1,23837.14,27.72,0,0,0
1/24/2016 1:30,29.67,9.043415711,3.19,3.18,24452.18,27.72,0,0,0
1/24/2016 1:45,29.67,9.043415711,3.14,3.15,24237.58,27.72,0,0,0
1/24/2016 2:00,29.67,9.043415711,3.13,3.14,24178.91,27.72,0,0,0
1/24/2016 2:15,29.66,9.040367711,3.15,3.16,24268.08,27.71,0,0,0
1/24/2016 2:30,29.66,9.040367711,3.22,3.2,24594.89,27.71,0,0,0
1/24/2016 2:45,29.66,9.040367711,3.18,3.17,24399.95,27.71,0,0,0
1/24/2016 3:00,29.65,9.037319711,3.18,3.17,24393.23,27.7,0,0,0
1/24/2016 3:15,29.65,9.037319711,3.19,3.18,24442.96,27.7,0,0,0
1/24/2016 3:30,29.65,9.037319711,3.13,3.14,24162.1,27.7,0,0,0
1/24/2016 3:45,29.65,9.037319711,3,3.07,23565.38,27.7,0,0,0
1/24/2016 4:00,29.65,9.037319711,3.11,3.13,24058.79,27.7,0,0,0
1/24/2016 4:15,29.64,9.034271711,3.16,3.16,24302.61,27.69,0,0,0
1/24/2016 4:30,29.65,9.037319711,3.11,3.13,24056.39,27.7,0,0,0
1/24/2016 4:45,29.64,9.034271711,3.11,3.13,24062.98,27.69,0,0,0
1/24/2016 5:00,29.63,9.031223711,3.18,3.18,24391.32,27.68,0,0,0
1/24/2016 5:15,29.64,9.034271711,3.04,3.09,23753.88,27.69,0,0,0
1/24/2016 5:30,29.64,9.034271711,3.18,3.17,24356.59,27.69,0,0,0
1/24/2016 5:45,29.63,9.031223711,3.25,3.21,24680.77,27.68,0,0,0
1/24/2016 6:00,29.64,9.034271711,3.07,3.11,23885.25,27.69,0,0,0
1/24/2016 6:15,29.63,9.031223711,3.11,3.13,24028.5,27.68,0,0,0
1/24/2016 6:30,29.63,9.031223711,3.05,3.09,23755.13,27.68,0,0,0
1/24/2016 6:45,29.62,9.028175711,3.19,3.18,24401.06,27.67,0,0,0
1/24/2016 7:00,29.62,9.028175711,3.13,3.14,24133.83,27.67,0,0,0
1/24/2016 7:15,29.62,9.028175711,3.16,3.16,24247.28,27.67,0,0,0
1/24/2016 7:30,29.62,9.028175711,3.14,3.15,24187.58,27.67,0,0,0
1/24/2016 7:45,29.63,9.031223711,2.92,3.02,23185.67,27.68,0,0,0
1/24/2016 8:00,29.63,9.031223711,3.08,3.11,23917.22,27.68,0,0,0
1/24/2016 8:15,29.63,9.031223711,3.15,3.15,24218.76,27.68,0,0,0
1/24/2016 8:30,29.62,9.028175711,3.2,3.19,24458.41,27.67,0,0,0
1/24/2016 8:45,29.62,9.028175711,3.13,3.14,24116.84,27.67,0,0,0
1/24/2016 9:00,29.62,9.028175711,3.1,3.13,24000.26,27.67,0,0,0
1/24/2016 9:15,29.63,9.031223711,3.03,3.08,23687.37,27.68,0,0,0
1/24/2016 9:30,29.63,9.031223711,3.11,3.13,24047.5,27.68,0,0,0
1/24/2016 9:45,29.62,9.028175711,3.19,3.18,24388.78,27.67,0,0,0
1/24/2016 10:00,29.62,9.028175711,3.03,3.08,23682.82,27.67,0,0,0
1/24/2016 10:15,29.63,9.031223711,3.1,3.13,24018.62,27.68,0,0,0
1/24/2016 10:30,29.63,9.031223711,3.2,3.18,24432.86,27.68,0,0,0
1/24/2016 10:45,29.63,9.031223711,3.03,3.08,23679.26,27.68,0,0,0
1/24/2016 11:00,29.62,9.028175711,3.04,3.09,23720.08,27.67,0,0,0
1/24/2016 11:15,29.63,9.031223711,3.08,3.12,23925.43,27.68,0,0,0
1/24/2016 11:30,29.63,9.031223711,3.21,3.19,24479.4,27.68,0,0,0
1/24/2016 11:45,29.63,9.031223711,3.2,3.19,24465.61,27.68,0,0,0
1/24/2016 12:00,29.63,9.031223711,3.2,3.19,24478.17,27.68,0,0,0
1/24/2016 12:15,29.63,9.031223711,3.2,3.18,24454.42,27.68,0,0,0
1/24/2016 12:30,29.64,9.034271711,3.2,3.18,24451.93,27.69,0,0,0
1/24/2016 12:45,29.64,9.034271711,3.31,3.25,24964.83,27.69,0,0,0
1/24/2016 13:00,29.63,9.031223711,3.2,3.19,24466.52,27.68,0,0,0
1/24/2016 13:15,29.64,9.034271711,3.2,3.19,24476.12,27.69,0,0,0
1/24/2016 13:30,29.64,9.034271711,3.18,3.17,24363.16,27.69,0,0,0
1/24/2016 13:45,29.64,9.034271711,3.07,3.11,23884.22,27.69,0,0,0
1/24/2016 14:00,29.63,9.031223711,3.19,3.18,24400,27.68,0,0,0
1/24/2016 14:15,29.64,9.034271711,3.22,3.19,24538.57,27.69,0,0,0
1/24/2016 14:30,29.64,9.034271711,3.11,3.13,24054.49,27.69,0,0,0
1/24/2016 14:45,29.64,9.034271711,3.28,3.23,24819.83,27.69,0,0,0
1/24/2016 15:00,29.64,9.034271711,3.3,3.24,24892.8,27.69,0,0,0
1/24/2016 15:15,29.64,9.034271711,3.17,3.17,24333.66,27.69,0,0,0
1/24/2016 15:30,29.64,9.034271711,3.21,3.19,24522.87,27.69,0,0,0
1/24/2016 15:45,29.64,9.034271711,3.22,3.2,24547.02,27.69,0,0,0
1/24/2016 16:00,29.64,9.034271711,3.29,3.24,24858.52,27.69,0,0,0
1/24/2016 16:15,29.64,9.034271711,3.26,3.22,24733.02,27.69,0,0,0
1/24/2016 16:30,29.64,9.034271711,3.33,3.26,25058.42,27.69,0,0,0
1/24/2016 16:45,29.65,9.037319711,3.43,3.32,25495.28,27.7,0,0,0
1/24/2016 17:00,29.64,9.034271711,3.34,3.27,25112.96,27.69,0,0,0
1/24/2016 17:15,29.65,9.037319711,3.32,3.26,25028.76,27.7,0,0,0
1/24/2016 17:30,29.65,9.037319711,3.36,3.28,25194.18,27.7,0,0,0
1/24/2016 17:45,29.65,9.037319711,3.28,3.23,24841.64,27.7,0,0,0
1/24/2016 18:00,29.65,9.037319711,3.11,3.13,24064.47,27.7,0,0,0
1/24/2016 18:15,29.64,9.034271711,3.18,3.17,24389.86,27.69,0,0,0
1/24/2016 18:30,29.64,9.034271711,3.25,3.22,24711.84,27.69,0,0,0
1/24/2016 18:45,29.64,9.034271711,3.26,3.22,24750.7,27.69,0,0,0
1/24/2016 19:00,29.64,9.034271711,3.21,3.19,24500.74,27.69,0,0,0
1/24/2016 19:15,29.64,9.034271711,3.15,3.15,24226.44,27.69,0,0,0
1/24/2016 19:30,29.64,9.034271711,3.25,3.21,24680.17,27.69,0,0,0
1/24/2016 19:45,29.65,9.037319711,3.25,3.21,24685.41,27.7,0,0,0
1/24/2016 20:00,29.64,9.034271711,3.44,3.32,25546.48,27.69,0,0,0
1/24/2016 20:15,29.65,9.037319711,3.33,3.26,25078.69,27.7,0,0,0
1/24/2016 20:30,29.64,9.034271711,3.19,3.18,24404.11,27.69,0,0,0
1/24/2016 20:45,29.64,9.034271711,3.15,3.16,24261.19,27.69,0,0,0
1/24/2016 21:00,29.64,9.034271711,3.43,3.32,25521.6,27.69,0,0,0
1/24/2016 21:15,29.64,9.034271711,3.36,3.28,25198.75,27.69,0,0,0
1/24/2016 21:30,29.64,9.034271711,3.32,3.25,25008.32,27.69,0,0,0
1/24/2016 21:45,29.65,9.037319711,3.26,3.22,24752.11,27.7,0,0,0
1/24/2016 22:00,29.65,9.037319711,3.35,3.27,25145.76,27.7,0,0,0
1/24/2016 22:15,29.65,9.037319711,3.42,3.31,25447.96,27.7,0,0,0
1/24/2016 22:30,29.65,9.037319711,3.4,3.3,25368.52,27.7,0,0,0
1/24/2016 22:45,29.65,9.037319711,3.32,3.25,25010.07,27.7,0,0,0
1/24/2016 23:00,29.65,9.037319711,3.29,3.24,24900.6,27.7,0,0,0
1/24/2016 23:15,29.64,9.034271711,3.21,3.19,24491.91,27.69,0,0,0
1/24/2016 23:30,29.65,9.037319711,3.25,3.22,24717.88,27.7,0,0,0
1/24/2016 23:45,29.65,9.037319711,3.19,3.18,24440.77,27.7,0,0,0
1/25/2016 0:00,29.65,9.037319711,3.1,3.13,24036.26,27.7,0,0,0
1/25/2016 0:15,29.65,9.037319711,3.14,3.15,24184.93,27.7,0,0,0
1/25/2016 0:30,29.65,9.037319711,3.16,3.16,24273.98,27.7,0,0,0
1/25/2016 0:45,29.64,9.034271711,3.23,3.2,24607.55,27.69,0,0,0
1/25/2016 1:00,29.64,9.034271711,3.26,3.22,24720.1,27.69,0,0,0
1/25/2016 1:15,29.64,9.034271711,3.19,3.18,24409.65,27.69,0,0,0
1/25/2016 1:30,29.64,9.034271711,3.16,3.16,24279.13,27.69,0,0,0
1/25/2016 1:45,29.64,9.034271711,3.22,3.2,24566.98,27.69,0,0,0
1/25/2016 2:00,29.65,9.037319711,3.19,3.18,24406.72,27.7,0,0,0
1/25/2016 2:15,29.64,9.034271711,3.2,3.19,24477.8,27.69,0,0,0
1/25/2016 2:30,29.65,9.037319711,3.16,3.16,24309.77,27.7,0,0,0
1/25/2016 2:45,29.65,9.037319711,3.17,3.17,24343.07,27.7,0,0,0
1/25/2016 3:00,29.65,9.037319711,3.29,3.24,24869.17,27.7,0,0,0
1/25/2016 3:15,29.65,9.037319711,3.25,3.21,24678.46,27.7,0,0,0
1/25/2016 3:30,29.65,9.037319711,3.31,3.25,24963.33,27.7,0,0,0
1/25/2016 3:45,29.65,9.037319711,3.24,3.21,24639.73,27.7,0,0,0
1/25/2016 4:00,29.65,9.037319711,3.18,3.17,24390.69,27.7,0,0,0
1/25/2016 4:15,29.65,9.037319711,3.22,3.2,24568.93,27.7,0,0,0
1/25/2016 4:30,29.65,9.037319711,3.3,3.25,24938.02,27.7,0,0,0
1/25/2016 4:45,29.65,9.037319711,3.22,3.2,24569.86,27.7,0,0,0
1/25/2016 5:00,29.65,9.037319711,3.29,3.24,24895.4,27.7,0,0,0
1/25/2016 5:15,29.65,9.037319711,3.25,3.21,24683.31,27.7,0,0,0
1/25/2016 5:30,29.65,9.037319711,3.21,3.19,24519.4,27.7,0,0,0
1/25/2016 5:45,29.65,9.037319711,3.27,3.23,24793.66,27.7,0,0,0
1/25/2016 6:00,29.65,9.037319711,3.17,3.17,24359.48,27.7,0,0,0
1/25/2016 6:15,29.65,9.037319711,3.28,3.23,24825.9,27.7,0,0,0
1/25/2016 6:30,29.66,9.040367711,3.28,3.23,24860.4,27.71,0,0,0
1/25/2016 6:45,29.65,9.037319711,3.21,3.19,24510.87,27.7,0,0,0
1/25/2016 7:00,29.66,9.040367711,3.28,3.23,24835.3,27.71,0,0,0
1/25/2016 7:15,29.66,9.040367711,3.33,3.26,25075.06,27.71,0,0,0
1/25/2016 7:30,29.66,9.040367711,3.28,3.23,24852.79,27.71,0,0,0
1/25/2016 7:45,29.66,9.040367711,3.21,3.19,24541.24,27.71,0,0,0
1/25/2016 8:00,29.66,9.040367711,3.26,3.22,24765.78,27.71,0,0,0
1/25/2016 8:15,29.66,9.040367711,3.17,3.16,24332.72,27.71,0,0,0
1/25/2016 8:30,29.66,9.040367711,3.19,3.18,24431.68,27.71,0,0,0
1/25/2016 8:45,29.66,9.040367711,3.23,3.2,24634.5,27.71,0,0,0
1/25/2016 9:00,29.67,9.043415711,3.09,3.12,24009.84,27.72,0,0,0
1/25/2016 9:15,29.68,9.046463711,3.13,3.14,24187.98,27.73,0,0,0
1/25/2016 9:30,29.67,9.043415711,3.09,3.12,23990.05,27.72,0,0,0
1/25/2016 9:45,29.68,9.046463711,3.22,3.2,24609.34,27.73,0,0,0
1/25/2016 10:00,29.68,9.046463711,3.19,3.18,24435.74,27.73,0,0,0
1/25/2016 10:15,29.68,9.046463711,3.13,3.14,24188.52,27.73,0,0,0
1/25/2016 10:30,29.68,9.046463711,3.02,3.08,23705.78,27.73,0,0,0
1/25/2016 10:45,29.69,9.04951171,3.07,3.11,23932.06,27.74,0,0,0
1/25/2016 11:00,29.68,9.046463711,3.2,3.18,24491.72,27.73,0,0,0
1/25/2016 11:15,29.68,9.046463711,3.22,3.2,24593.9,27.73,0,0,0
1/25/2016 11:30,29.69,9.04951171,3.04,3.09,23774.01,27.74,0,0,0
1/25/2016 11:45,29.69,9.04951171,3.07,3.11,23933.99,27.74,0,0,0
1/25/2016 12:00,29.69,9.04951171,3.06,3.1,23891.62,27.74,0,0,0
1/25/2016 12:15,29.69,9.04951171,3.15,3.15,24271.63,27.74,0,0,0
1/25/2016 12:30,29.7,9.05255971,3.08,3.12,24002.3,27.75,0,0,0
1/25/2016 12:45,29.7,9.05255971,3.11,3.13,24139.29,27.75,0,0,0
1/25/2016 13:00,29.7,9.05255971,3.05,3.1,23841.78,27.75,0,0,0
1/25/2016 13:15,29.7,9.05255971,3.08,3.11,23977.04,27.75,0,0,0
1/25/2016 13:30,29.7,9.05255971,3.06,3.1,23879.09,27.75,0,0,0
1/25/2016 13:45,29.71,9.05560771,3.03,3.08,23743.92,27.76,0,0,0
1/25/2016 14:00,29.7,9.05255971,3.1,3.13,24088.52,27.75,0,0,0
1/25/2016 14:15,29.7,9.05255971,3.08,3.12,23996.73,27.75,0,0,0
1/25/2016 14:30,29.71,9.05560771,3.07,3.11,23960.33,27.76,0,0,0
1/25/2016 14:45,29.7,9.05255971,3.17,3.17,24378.98,27.75,0,0,0
1/25/2016 15:00,29.7,9.05255971,3.23,3.2,24642.75,27.75,0,0,0
1/25/2016 15:15,29.71,9.05560771,3.15,3.16,24320.5,27.76,0,0,0
1/25/2016 15:30,29.7,9.05255971,3.15,3.16,24323.34,27.75,0,0,0
1/25/2016 15:45,29.7,9.05255971,3.21,3.19,24558.37,27.75,0,0,0
1/25/2016 16:00,29.7,9.05255971,3.15,3.16,24311.81,27.75,0,0,0
1/25/2016 16:15,29.7,9.05255971,3.21,3.19,24556.78,27.75,0,0,0
