datetimePST,stage_ft,stage_m,Ivel_ft.s,Avel_ft.s,Discharge_cfs,StageCorrToUSGS,Overtopping_CDECDatum33.5ft,Overtopping_USGSSurvey32.3ft,Overtopping_ProposedCDECCorr33.5ft
3/13/2016 10:45,33.37,10.17117567,3,3.07,27249.45,31.42,0,0,0
3/13/2016 11:00,33.36,10.16812767,3.09,3.12,27696.58,31.41,0,0,0
3/13/2016 11:15,33.36,10.16812767,3.07,3.11,27563.28,31.41,0,0,0
3/13/2016 11:30,33.37,10.17117567,3.18,3.17,28181.23,31.42,0,0,0
3/13/2016 11:45,33.37,10.17117567,3.06,3.11,27576.91,31.42,0,0,0
3/13/2016 12:00,33.36,10.16812767,3,3.07,27204.99,31.41,0,0,0
3/13/2016 12:15,33.37,10.17117567,3.11,3.13,27829.59,31.42,0,0,0
3/13/2016 12:30,33.38,10.17422367,3.01,3.08,27324.39,31.43,0,0,0
3/13/2016 12:45,33.39,10.17727167,2.95,3.04,27005.49,31.44,0,0,0
3/13/2016 13:00,33.4,10.18031967,3,3.07,27259.02,31.45,0,0,0
3/13/2016 13:15,33.4,10.18031967,3.02,3.08,27382.1,31.45,0,0,0
3/13/2016 13:30,33.41,10.18336767,3.01,3.07,27333.23,31.46,0,0,0
3/13/2016 13:45,33.41,10.18336767,3.13,3.14,27934.03,31.46,0,0,0
3/13/2016 14:00,33.41,10.18336767,3.04,3.09,27465.92,31.46,0,0,0
3/13/2016 14:15,33.42,10.18641567,3.06,3.1,27579.73,31.47,0,0,0
3/13/2016 14:30,33.42,10.18641567,3.05,3.1,27550.17,31.47,0,0,0
3/13/2016 14:45,33.41,10.18336767,3.07,3.11,27623.13,31.46,0,0,0
3/13/2016 15:00,33.42,10.18641567,3.03,3.08,27419.13,31.47,0,0,0
3/13/2016 15:15,33.44,10.19251167,2.97,3.05,27157.74,31.49,0,0,0
3/13/2016 15:30,33.45,10.19555967,3.07,3.11,27696.69,31.5,0,0,0
3/13/2016 15:45,33.44,10.19251167,3.01,3.07,27369.16,31.49,0,0,0
3/13/2016 16:00,33.47,10.20165567,2.98,3.06,27230.24,31.52,0,0,0
3/13/2016 16:15,33.45,10.19555967,2.95,3.04,27045.19,31.5,0,0,0
3/13/2016 16:30,33.47,10.20165567,3.07,3.11,27721.96,31.52,0,0,0
3/13/2016 16:45,33.47,10.20165567,3.07,3.11,27712.69,31.52,0,0,0
3/13/2016 17:00,33.48,10.20470367,3.04,3.09,27544.58,31.53,0,0,0
3/13/2016 17:15,33.47,10.20165567,3.03,3.08,27464,31.52,0,0,0
3/13/2016 17:30,33.48,10.20470367,3.06,3.1,27669.99,31.53,0,0,0
3/13/2016 17:45,33.49,10.20775167,3.05,3.09,27601.82,31.54,0,0,0
3/13/2016 18:00,33.51,10.21384767,2.96,3.04,27157.62,31.56,1,0,0
3/13/2016 18:15,33.52,10.21689567,3.04,3.09,27585.78,31.57,1,0,0
3/13/2016 18:30,33.53,10.21994367,2.97,3.05,27227.58,31.58,1,0,0
3/13/2016 18:45,33.53,10.21994367,3.06,3.1,27700.55,31.58,1,0,0
3/13/2016 19:00,33.54,10.22299167,2.99,3.06,27333.3,31.59,1,0,0
3/13/2016 19:15,33.55,10.22603967,2.89,3,26849.97,31.6,1,0,0
3/13/2016 19:30,33.55,10.22603967,2.93,3.03,27066.42,31.6,1,0,0
3/13/2016 19:45,33.56,10.22908767,2.98,3.06,27324.1,31.61,1,0,0
3/13/2016 20:00,33.56,10.22908767,3.03,3.09,27600.54,31.61,1,0,0
3/13/2016 20:15,33.57,10.23213567,3.06,3.1,27743.99,31.62,1,0,0
3/13/2016 20:30,33.57,10.23213567,3.07,3.11,27789.53,31.62,1,0,0
3/13/2016 20:45,33.59,10.23823167,2.97,3.05,27274.64,31.64,1,0,0
3/13/2016 21:00,33.59,10.23823167,2.96,3.04,27230.85,31.64,1,0,0
3/13/2016 21:15,33.61,10.24432767,2.94,3.03,27148.17,31.66,1,0,0
3/13/2016 21:30,33.62,10.24737567,2.97,3.05,27347.32,31.67,1,0,0
3/13/2016 21:45,33.64,10.25347167,2.92,3.02,27063.34,31.69,1,0,0
3/13/2016 22:00,33.65,10.25651967,2.93,3.03,27149.05,31.7,1,0,0
3/13/2016 22:15,33.67,10.26261567,2.86,2.99,26808.26,31.72,1,0,0
3/13/2016 22:30,33.68,10.26566367,2.81,2.96,26560.64,31.73,1,0,0
3/13/2016 22:45,33.68,10.26566367,2.95,3.04,27301.54,31.73,1,0,0
3/13/2016 23:00,33.68,10.26566367,2.85,2.98,26780.61,31.73,1,0,0
3/13/2016 23:15,33.7,10.27175967,2.89,3,26994.42,31.75,1,0,0
3/13/2016 23:30,33.71,10.27480767,2.89,3.01,27019.99,31.76,1,0,0
3/13/2016 23:45,33.73,10.28090367,2.91,3.01,27104.75,31.78,1,0,0
3/14/2016 0:00,33.72,10.27785567,2.84,2.97,26753.96,31.77,1,0,0
3/14/2016 0:15,33.73,10.28090367,2.88,3,26949.36,31.78,1,0,0
3/14/2016 0:30,33.75,10.28699967,2.84,2.97,26758.71,31.8,1,0,0
3/14/2016 0:45,33.75,10.28699967,2.93,3.03,27250.39,31.8,1,0,0
3/14/2016 1:00,33.76,10.29004767,2.88,2.99,26968.74,31.81,1,0,0
3/14/2016 1:15,33.76,10.29004767,2.86,2.99,26888.98,31.81,1,0,0
3/14/2016 1:30,33.77,10.29309567,2.8,2.95,26549.02,31.82,1,0,0
3/14/2016 1:45,33.77,10.29309567,2.78,2.94,26481.58,31.82,1,0,0
3/14/2016 2:00,33.78,10.29614367,2.84,2.97,26806.37,31.83,1,0,0
3/14/2016 2:15,33.79,10.29919167,2.9,3.01,27129.45,31.84,1,0,0
3/14/2016 2:30,33.79,10.29919167,2.87,2.99,26969,31.84,1,0,0
3/14/2016 2:45,33.8,10.30223967,2.77,2.93,26452.35,31.85,1,0,0
3/14/2016 3:00,33.81,10.30528767,2.78,2.94,26527.5,31.86,1,0,0
3/14/2016 3:15,33.81,10.30528767,2.89,3,27097.41,31.86,1,0,0
3/14/2016 3:30,33.83,10.31138367,2.87,2.99,26983.51,31.88,1,0,0
3/14/2016 3:45,33.83,10.31138367,2.86,2.98,26951.31,31.88,1,0,0
3/14/2016 4:00,33.84,10.31443167,2.84,2.97,26869.01,31.89,1,0,0
3/14/2016 4:15,33.83,10.31138367,2.88,3,27046.78,31.88,1,0,0
3/14/2016 4:30,33.84,10.31443167,2.92,3.02,27304.26,31.89,1,0,0
3/14/2016 4:45,33.85,10.31747967,2.82,2.96,26773.77,31.9,1,0,0
3/14/2016 5:00,33.87,10.32357567,2.84,2.97,26857.4,31.92,1,0,0
3/14/2016 5:15,33.87,10.32357567,2.93,3.03,27371.26,31.92,1,0,0
3/14/2016 5:30,33.88,10.32662367,2.89,3,27142.3,31.93,1,0,0
3/14/2016 5:45,33.89,10.32967167,2.91,3.01,27276.83,31.94,1,0,0
3/14/2016 6:00,33.88,10.32662367,2.87,2.99,27051.2,31.93,1,0,0
3/14/2016 6:15,33.89,10.32967167,2.91,3.01,27253.48,31.94,1,0,0
3/14/2016 6:30,33.9,10.33271967,2.87,2.99,27051.3,31.95,1,0,0
3/14/2016 6:45,33.89,10.32967167,2.93,3.03,27387.31,31.94,1,0,0
3/14/2016 7:00,33.9,10.33271967,2.91,3.01,27283.96,31.95,1,0,0
3/14/2016 7:15,33.91,10.33576767,2.94,3.03,27463.72,31.96,1,0,0
3/14/2016 7:30,33.93,10.34186367,2.9,3.01,27246.88,31.98,1,0,0
3/14/2016 7:45,33.94,10.34491167,2.87,2.99,27118.93,31.99,1,0,0
3/14/2016 8:00,33.93,10.34186367,2.92,3.02,27384.7,31.98,1,0,0
3/14/2016 8:15,33.95,10.34795967,2.93,3.03,27447.71,32,1,0,0
3/14/2016 8:30,33.95,10.34795967,2.89,3,27248.17,32,1,0,0
3/14/2016 8:45,33.96,10.35100767,2.92,3.02,27386.45,32.01,1,0,0
3/14/2016 9:00,33.96,10.35100767,2.92,3.02,27427.72,32.01,1,0,0
3/14/2016 9:15,33.97,10.35405567,2.94,3.03,27533.24,32.02,1,0,0
3/14/2016 9:30,33.97,10.35405567,2.86,2.98,27082.61,32.02,1,0,0
3/14/2016 9:45,34,10.36319967,2.93,3.03,27483.53,32.05,1,0,0
3/14/2016 10:00,33.99,10.36015167,2.96,3.05,27665.31,32.04,1,0,0
3/14/2016 10:15,34,10.36319967,2.98,3.05,27752.68,32.05,1,0,0
3/14/2016 10:30,34.01,10.36624767,2.95,3.04,27616.47,32.06,1,0,0
3/14/2016 10:45,34,10.36319967,2.93,3.03,27489.27,32.05,1,0,0
3/14/2016 11:00,34.02,10.36929567,2.96,3.05,27694.94,32.07,1,0,0
3/14/2016 11:15,34.03,10.37234367,2.9,3.01,27364.17,32.08,1,0,0
3/14/2016 11:30,34.03,10.37234367,2.92,3.02,27474.26,32.08,1,0,0
3/14/2016 11:45,34.02,10.36929567,2.98,3.05,27776.44,32.07,1,0,0
3/14/2016 12:00,34.05,10.37843967,2.93,3.03,27569.63,32.1,1,0,0
3/14/2016 12:15,34.05,10.37843967,3.02,3.08,28014.69,32.1,1,0,0
3/14/2016 12:30,34.06,10.38148767,2.99,3.06,27884.45,32.11,1,0,0
3/14/2016 12:45,34.06,10.38148767,2.91,3.01,27425.84,32.11,1,0,0
3/14/2016 13:00,34.07,10.38453567,2.96,3.04,27704.59,32.12,1,0,0
3/14/2016 13:15,34.07,10.38453567,3.01,3.07,27976.89,32.12,1,0,0
3/14/2016 13:30,34.08,10.38758367,2.95,3.04,27678.32,32.13,1,0,0
3/14/2016 13:45,34.07,10.38453567,2.93,3.03,27578.46,32.12,1,0,0
3/14/2016 14:00,34.1,10.39367967,2.99,3.06,27930.44,32.15,1,0,0
3/14/2016 14:15,34.1,10.39367967,2.98,3.06,27861.38,32.15,1,0,0
3/14/2016 14:30,34.1,10.39367967,2.99,3.06,27913.95,32.15,1,0,0
3/14/2016 14:45,34.11,10.39672767,2.97,3.05,27811.97,32.16,1,0,0
3/14/2016 15:00,34.11,10.39672767,2.95,3.04,27690.39,32.16,1,0,0
3/14/2016 15:15,34.12,10.39977567,3.04,3.09,28210.05,32.17,1,0,0
3/14/2016 15:30,34.13,10.40282367,3.02,3.08,28104.13,32.18,1,0,0
3/14/2016 15:45,34.13,10.40282367,2.99,3.06,27962.81,32.18,1,0,0
3/14/2016 16:00,34.14,10.40587167,3.03,3.08,28151.86,32.19,1,0,0
3/14/2016 16:15,34.14,10.40587167,3.01,3.07,28057.85,32.19,1,0,0
3/14/2016 16:30,34.15,10.40891967,3.03,3.09,28189.86,32.2,1,0,0
3/14/2016 16:45,34.15,10.40891967,2.99,3.06,27966.4,32.2,1,0,0
3/14/2016 17:00,34.16,10.41196767,2.91,3.01,27524.74,32.21,1,0,0
3/14/2016 17:15,34.16,10.41196767,2.89,3,27416.89,32.21,1,0,0
3/14/2016 17:30,34.16,10.41196767,2.98,3.06,27933.94,32.21,1,0,0
3/14/2016 17:45,34.16,10.41196767,2.92,3.02,27614.39,32.21,1,0,0
3/14/2016 18:00,34.18,10.41806367,2.89,3,27436.02,32.23,1,0,0
3/14/2016 18:15,34.18,10.41806367,2.9,3.01,27500.13,32.23,1,0,0
3/14/2016 18:30,34.18,10.41806367,2.87,2.99,27352.98,32.23,1,0,0
3/14/2016 18:45,34.19,10.42111167,2.85,2.98,27270.05,32.24,1,0,0
3/14/2016 19:00,34.18,10.41806367,2.86,2.98,27293.05,32.23,1,0,0
3/14/2016 19:15,34.19,10.42111167,2.81,2.95,27023.71,32.24,1,0,0
3/14/2016 19:30,34.2,10.42415967,2.86,2.99,27320.13,32.25,1,0,0
3/14/2016 19:45,34.2,10.42415967,2.84,2.97,27182.89,32.25,1,0,0
3/14/2016 20:00,34.2,10.42415967,2.84,2.98,27226.38,32.25,1,0,0
3/14/2016 20:15,34.2,10.42415967,2.92,3.02,27632.16,32.25,1,0,0
3/14/2016 20:30,34.21,10.42720767,2.88,3,27454.47,32.26,1,0,0
3/14/2016 20:45,34.21,10.42720767,2.9,3.01,27551.23,32.26,1,0,0
3/14/2016 21:00,34.21,10.42720767,2.96,3.04,27871.07,32.26,1,0,0
3/14/2016 21:15,34.22,10.43025567,2.88,3,27430.64,32.27,1,0,0
3/14/2016 21:30,34.22,10.43025567,2.78,2.94,26921.84,32.27,1,0,0
3/14/2016 21:45,34.21,10.42720767,2.96,3.04,27844.06,32.26,1,0,0
3/14/2016 22:00,34.22,10.43025567,2.97,3.05,27921.86,32.27,1,0,0
3/14/2016 22:15,34.22,10.43025567,2.98,3.05,27969.45,32.27,1,0,0
3/14/2016 22:30,34.22,10.43025567,2.98,3.06,27995.32,32.27,1,0,0
3/14/2016 22:45,34.21,10.42720767,2.89,3,27477.82,32.26,1,0,0
3/14/2016 23:00,34.22,10.43025567,2.89,3,27474.49,32.27,1,0,0
3/14/2016 23:15,34.23,10.43330367,2.98,3.06,28009,32.28,1,0,0
3/14/2016 23:30,34.22,10.43025567,2.94,3.03,27774.19,32.27,1,0,0
3/14/2016 23:45,34.23,10.43330367,3,3.07,28109.4,32.28,1,0,0
3/15/2016 0:00,34.22,10.43025567,2.95,3.04,27805.69,32.27,1,0,0
3/15/2016 0:15,34.24,10.43635167,2.99,3.06,28070.52,32.29,1,0,0
3/15/2016 0:30,34.21,10.42720767,2.84,2.97,27233.16,32.26,1,0,0
3/15/2016 0:45,34.22,10.43025567,2.91,3.02,27629.27,32.27,1,0,0
3/15/2016 1:00,34.23,10.43330367,2.86,2.98,27324.12,32.28,1,0,0
3/15/2016 1:15,34.23,10.43330367,2.91,3.01,27598.27,32.28,1,0,0
3/15/2016 1:30,34.24,10.43635167,2.98,3.06,28032.22,32.29,1,0,0
3/15/2016 1:45,34.22,10.43025567,2.92,3.02,27630.28,32.27,1,0,0
3/15/2016 2:00,34.24,10.43635167,2.96,3.04,27887.62,32.29,1,0,0
3/15/2016 2:15,34.24,10.43635167,2.9,3.01,27585.59,32.29,1,0,0
3/15/2016 2:30,34.23,10.43330367,2.93,3.02,27700.36,32.28,1,0,0
3/15/2016 2:45,34.24,10.43635167,2.91,3.01,27602.7,32.29,1,0,0
3/15/2016 3:00,34.23,10.43330367,2.91,3.01,27599.55,32.28,1,0,0
3/15/2016 3:15,34.23,10.43330367,2.99,3.06,28057.14,32.28,1,0,0
3/15/2016 3:30,34.24,10.43635167,3.01,3.07,28157.75,32.29,1,0,0
3/15/2016 3:45,34.22,10.43025567,2.93,3.03,27733.65,32.27,1,0,0
3/15/2016 4:00,34.24,10.43635167,2.92,3.02,27697.31,32.29,1,0,0
3/15/2016 4:15,34.24,10.43635167,2.91,3.02,27639.57,32.29,1,0,0
3/15/2016 4:30,34.24,10.43635167,2.92,3.02,27687,32.29,1,0,0
3/15/2016 4:45,34.24,10.43635167,2.92,3.02,27657.79,32.29,1,0,0
3/15/2016 5:00,34.22,10.43025567,3.05,3.1,28377.55,32.27,1,0,0
3/15/2016 5:15,34.23,10.43330367,3.01,3.07,28149.44,32.28,1,0,0
3/15/2016 5:30,34.24,10.43635167,2.97,3.05,27922.18,32.29,1,0,0
3/15/2016 5:45,34.23,10.43330367,2.87,2.99,27391.49,32.28,1,0,0
3/15/2016 6:00,34.23,10.43330367,2.9,3.01,27543.15,32.28,1,0,0
3/15/2016 6:15,34.24,10.43635167,3.01,3.07,28172.52,32.29,1,0,0
3/15/2016 6:30,34.23,10.43330367,2.97,3.05,27927.76,32.28,1,0,0
3/15/2016 6:45,34.23,10.43330367,3.08,3.11,28528.25,32.28,1,0,0
3/15/2016 7:00,34.23,10.43330367,2.98,3.05,27983.04,32.28,1,0,0
3/15/2016 7:15,34.23,10.43330367,3.05,3.09,28347.29,32.28,1,0,0
3/15/2016 7:30,34.23,10.43330367,3.03,3.08,28237.69,32.28,1,0,0
3/15/2016 7:45,34.22,10.43025567,2.98,3.06,27993.97,32.27,1,0,0
3/15/2016 8:00,34.22,10.43025567,3,3.07,28102.13,32.27,1,0,0
3/15/2016 8:15,34.22,10.43025567,3.01,3.07,28140.65,32.27,1,0,0
3/15/2016 8:30,34.22,10.43025567,2.88,2.99,27424.04,32.27,1,0,0
3/15/2016 8:45,34.22,10.43025567,2.87,2.99,27387.49,32.27,1,0,0
3/15/2016 9:00,34.22,10.43025567,2.9,3.01,27564.59,32.27,1,0,0
3/15/2016 9:15,34.21,10.42720767,2.93,3.03,27714.34,32.26,1,0,0
3/15/2016 9:30,34.21,10.42720767,2.91,3.01,27580.6,32.26,1,0,0
3/15/2016 9:45,34.21,10.42720767,2.98,3.05,27960.89,32.26,1,0,0
3/15/2016 10:00,34.2,10.42415967,2.97,3.05,27921.59,32.25,1,0,0
3/15/2016 10:15,34.2,10.42415967,2.79,2.95,26966.45,32.25,1,0,0
3/15/2016 10:30,34.2,10.42415967,2.79,2.95,26964.83,32.25,1,0,0
3/15/2016 10:45,34.21,10.42720767,2.93,3.02,27685.52,32.26,1,0,0
3/15/2016 11:00,34.2,10.42415967,3.02,3.08,28161.19,32.25,1,0,0
3/15/2016 11:15,34.19,10.42111167,2.99,3.06,27982.56,32.24,1,0,0
3/15/2016 11:30,34.19,10.42111167,2.92,3.02,27656.53,32.24,1,0,0
3/15/2016 11:45,34.18,10.41806367,2.86,2.98,27297.23,32.23,1,0,0
3/15/2016 12:00,34.18,10.41806367,2.81,2.96,27044.64,32.23,1,0,0
3/15/2016 12:15,34.18,10.41806367,2.8,2.95,26998.6,32.23,1,0,0
3/15/2016 12:30,34.19,10.42111167,3.07,3.11,28447.72,32.24,1,0,0
3/15/2016 12:45,34.17,10.41501567,2.74,2.91,26630.16,32.22,1,0,0
3/15/2016 13:00,34.17,10.41501567,2.99,3.06,27971.85,32.22,1,0,0
3/15/2016 13:15,34.18,10.41806367,2.87,2.99,27332.96,32.23,1,0,0
3/15/2016 13:30,34.17,10.41501567,2.83,2.97,27138.06,32.22,1,0,0
3/15/2016 13:45,34.16,10.41196767,2.84,2.98,27188.6,32.21,1,0,0
3/15/2016 14:00,34.17,10.41501567,2.88,3,27384.83,32.22,1,0,0
3/15/2016 14:15,34.16,10.41196767,2.85,2.98,27211.97,32.21,1,0,0
3/15/2016 14:30,34.16,10.41196767,2.9,3.01,27498.39,32.21,1,0,0
3/15/2016 14:45,34.16,10.41196767,2.88,3,27396.69,32.21,1,0,0
3/15/2016 15:00,34.16,10.41196767,2.79,2.95,26914.93,32.21,1,0,0
3/15/2016 15:15,34.16,10.41196767,2.85,2.98,27204.28,32.21,1,0,0
3/15/2016 15:30,34.16,10.41196767,2.78,2.94,26849.99,32.21,1,0,0
3/15/2016 15:45,34.13,10.40282367,2.62,2.84,25961.36,32.18,1,0,0
3/15/2016 16:00,34.13,10.40282367,2.73,2.91,26575.64,32.18,1,0,0
3/15/2016 16:15,34.13,10.40282367,2.73,2.91,26535.44,32.18,1,0,0
3/15/2016 16:30,34.13,10.40282367,2.92,3.02,27552.06,32.18,1,0,0
3/15/2016 16:45,34.11,10.39672767,2.94,3.03,27679.63,32.16,1,0,0
3/15/2016 17:00,34.13,10.40282367,2.86,2.99,27251.41,32.18,1,0,0
3/15/2016 17:15,34.11,10.39672767,2.9,3.01,27440.39,32.16,1,0,0
3/15/2016 17:30,34.11,10.39672767,2.97,3.05,27823.47,32.16,1,0,0
3/15/2016 17:45,34.11,10.39672767,2.91,3.01,27478.22,32.16,1,0,0
3/15/2016 18:00,34.11,10.39672767,2.84,2.97,27128.27,32.16,1,0,0
3/15/2016 18:15,34.11,10.39672767,2.84,2.98,27140.03,32.16,1,0,0
3/15/2016 18:30,34.11,10.39672767,2.86,2.99,27238.5,32.16,1,0,0
3/15/2016 18:45,34.11,10.39672767,2.93,3.03,27622.27,32.16,1,0,0
3/15/2016 19:00,34.09,10.39063167,3,3.07,27961.9,32.14,1,0,0
3/15/2016 19:15,34.1,10.39367967,3.03,3.09,28142.96,32.15,1,0,0
3/15/2016 19:30,34.1,10.39367967,2.88,3,27310.3,32.15,1,0,0
3/15/2016 19:45,34.1,10.39367967,2.91,3.02,27501.38,32.15,1,0,0
3/15/2016 20:00,34.09,10.39063167,2.96,3.04,27729.76,32.14,1,0,0
3/15/2016 20:15,34.09,10.39063167,2.93,3.03,27597.51,32.14,1,0,0
3/15/2016 20:30,34.08,10.38758367,2.88,3,27294.1,32.13,1,0,0
3/15/2016 20:45,34.06,10.38148767,3.03,3.08,28069.59,32.11,1,0,0
3/15/2016 21:00,34.08,10.38758367,2.96,3.04,27726.18,32.13,1,0,0
3/15/2016 21:15,34.06,10.38148767,2.83,2.97,27023.77,32.11,1,0,0
3/15/2016 21:30,34.06,10.38148767,2.97,3.05,27751.25,32.11,1,0,0
3/15/2016 21:45,34.07,10.38453567,3.06,3.1,28245.84,32.12,1,0,0
3/15/2016 22:00,34.07,10.38453567,3.02,3.08,28031.44,32.12,1,0,0
3/15/2016 22:15,34.05,10.37843967,2.98,3.06,27821.81,32.1,1,0,0
3/15/2016 22:30,34.06,10.38148767,3.12,3.14,28556.37,32.11,1,0,0
3/15/2016 22:45,34.07,10.38453567,2.99,3.06,27860.82,32.12,1,0,0
3/15/2016 23:00,34.06,10.38148767,3,3.07,27937.97,32.11,1,0,0
3/15/2016 23:15,34.04,10.37539167,3.01,3.07,27934.75,32.09,1,0,0
3/15/2016 23:30,34.05,10.37843967,3.04,3.09,28143.13,32.1,1,0,0
3/15/2016 23:45,34.05,10.37843967,3.07,3.11,28273.71,32.1,1,0,0
3/16/2016 0:00,34.04,10.37539167,3.05,3.1,28189.12,32.09,1,0,0
3/16/2016 0:15,34.05,10.37843967,3.02,3.08,27995.48,32.1,1,0,0
3/16/2016 0:30,34.04,10.37539167,3.04,3.09,28111.25,32.09,1,0,0
3/16/2016 0:45,34.03,10.37234367,3.06,3.1,28229.92,32.08,1,0,0
3/16/2016 1:00,34.02,10.36929567,3.09,3.12,28383.72,32.07,1,0,0
3/16/2016 1:15,34.01,10.36624767,3.01,3.07,27929.42,32.06,1,0,0
3/16/2016 1:30,34.03,10.37234367,3.02,3.08,28008.25,32.08,1,0,0
3/16/2016 1:45,34.01,10.36624767,3.1,3.12,28406.35,32.06,1,0,0
3/16/2016 2:00,34.01,10.36624767,3.04,3.09,28062.84,32.06,1,0,0
3/16/2016 2:15,34,10.36319967,3.04,3.09,28062.62,32.05,1,0,0
3/16/2016 2:30,34,10.36319967,3.15,3.15,28668.05,32.05,1,0,0
3/16/2016 2:45,34,10.36319967,3.15,3.15,28661.28,32.05,1,0,0
3/16/2016 3:00,33.99,10.36015167,2.97,3.05,27694.58,32.04,1,0,0
3/16/2016 3:15,34,10.36319967,3.03,3.09,28043,32.05,1,0,0
3/16/2016 3:30,33.99,10.36015167,3.04,3.09,28052.57,32.04,1,0,0
3/16/2016 3:45,34,10.36319967,3.05,3.1,28133.73,32.05,1,0,0
3/16/2016 4:00,33.99,10.36015167,3.08,3.11,28275.39,32.04,1,0,0
3/16/2016 4:15,33.98,10.35710367,3.01,3.07,27899.05,32.03,1,0,0
3/16/2016 4:30,33.98,10.35710367,2.89,3,27243.01,32.03,1,0,0
3/16/2016 4:45,33.98,10.35710367,2.9,3.01,27285.53,32.03,1,0,0
3/16/2016 5:00,33.98,10.35710367,2.67,2.87,26060.64,32.03,1,0,0
3/16/2016 5:15,33.97,10.35405567,2.64,2.85,25902.51,32.02,1,0,0
3/16/2016 5:30,33.97,10.35405567,2.82,2.96,26858.08,32.02,1,0,0
3/16/2016 5:45,33.95,10.34795967,2.66,2.87,26000.03,32,1,0,0
3/16/2016 6:00,33.94,10.34491167,2.64,2.86,25899.64,31.99,1,0,0
3/16/2016 6:15,33.95,10.34795967,2.78,2.94,26655.64,32,1,0,0
3/16/2016 6:30,33.95,10.34795967,3,3.07,27824.68,32,1,0,0
3/16/2016 6:45,33.94,10.34491167,2.93,3.03,27445.4,31.99,1,0,0
3/16/2016 7:00,33.94,10.34491167,2.89,3,27213.42,31.99,1,0,0
3/16/2016 7:15,33.94,10.34491167,2.95,3.04,27548.84,31.99,1,0,0
3/16/2016 7:30,33.93,10.34186367,2.85,2.98,26997.67,31.98,1,0,0
3/16/2016 7:45,33.92,10.33881567,2.88,3,27150.5,31.97,1,0,0
3/16/2016 8:00,33.93,10.34186367,3,3.06,27768.63,31.98,1,0,0
3/16/2016 8:15,33.91,10.33576767,2.84,2.98,26950.92,31.96,1,0,0
3/16/2016 8:30,33.91,10.33576767,2.8,2.95,26728.76,31.96,1,0,0
3/16/2016 8:45,33.9,10.33271967,2.85,2.98,26966.39,31.95,1,0,0
3/16/2016 9:00,33.9,10.33271967,2.92,3.02,27331.66,31.95,1,0,0
3/16/2016 9:15,33.92,10.33881567,2.98,3.06,27694.19,31.97,1,0,0
3/16/2016 9:30,33.89,10.32967167,2.91,3.01,27286.98,31.94,1,0,0
3/16/2016 9:45,33.89,10.32967167,3.03,3.08,27902.27,31.94,1,0,0
3/16/2016 10:00,33.89,10.32967167,2.92,3.02,27340.78,31.94,1,0,0
3/16/2016 10:15,33.89,10.32967167,2.93,3.03,27398.54,31.94,1,0,0
3/16/2016 10:30,33.89,10.32967167,2.89,3,27177.47,31.94,1,0,0
3/16/2016 10:45,33.89,10.32967167,2.91,3.01,27271.37,31.94,1,0,0
3/16/2016 11:00,33.87,10.32357567,2.88,3,27112.88,31.92,1,0,0
3/16/2016 11:15,33.87,10.32357567,2.71,2.89,26177.37,31.92,1,0,0
3/16/2016 11:30,33.88,10.32662367,2.87,2.99,27061.79,31.93,1,0,0
3/16/2016 11:45,33.88,10.32662367,2.89,3,27179.78,31.93,1,0,0
3/16/2016 12:00,33.86,10.32052767,2.81,2.95,26697.98,31.91,1,0,0
3/16/2016 12:15,33.86,10.32052767,2.72,2.9,26214.08,31.91,1,0,0
3/16/2016 12:30,33.85,10.31747967,2.82,2.96,26742.85,31.9,1,0,0
3/16/2016 12:45,33.84,10.31443167,2.85,2.98,26925.86,31.89,1,0,0
3/16/2016 13:00,33.84,10.31443167,2.77,2.93,26507.89,31.89,1,0,0
3/16/2016 13:15,33.85,10.31747967,2.76,2.93,26458.64,31.9,1,0,0
3/16/2016 13:30,33.84,10.31443167,2.85,2.98,26888.66,31.89,1,0,0
3/16/2016 13:45,33.83,10.31138367,2.7,2.89,26106.8,31.88,1,0,0
3/16/2016 14:00,33.84,10.31443167,2.82,2.96,26750.6,31.89,1,0,0
3/16/2016 14:15,33.84,10.31443167,2.7,2.89,26123.57,31.89,1,0,0
3/16/2016 14:30,33.82,10.30833567,2.75,2.92,26346.39,31.87,1,0,0
3/16/2016 14:45,33.82,10.30833567,2.69,2.88,26041.4,31.87,1,0,0
3/16/2016 15:00,33.8,10.30223967,2.65,2.86,25803.07,31.85,1,0,0
3/16/2016 15:15,33.8,10.30223967,2.78,2.94,26514.82,31.85,1,0,0
3/16/2016 15:30,33.8,10.30223967,2.7,2.89,26094.63,31.85,1,0,0
3/16/2016 15:45,33.78,10.29614367,2.86,2.99,26923.09,31.83,1,0,0
3/16/2016 16:00,33.81,10.30528767,2.9,3.01,27143.48,31.86,1,0,0
3/16/2016 16:15,33.77,10.29309567,2.62,2.84,25618.58,31.82,1,0,0
3/16/2016 16:30,33.77,10.29309567,2.6,2.83,25531.14,31.82,1,0,0
3/16/2016 16:45,33.78,10.29614367,2.64,2.85,25715.06,31.83,1,0,0
3/16/2016 17:00,33.78,10.29614367,2.63,2.85,25686.14,31.83,1,0,0
3/16/2016 17:15,33.77,10.29309567,2.67,2.87,25870.75,31.82,1,0,0
3/16/2016 17:30,33.76,10.29004767,2.7,2.89,26046.81,31.81,1,0,0
3/16/2016 17:45,33.76,10.29004767,2.81,2.95,26599.29,31.81,1,0,0
