RelEv,CanID,TagID,RelLoc,RelDate,RelTime
4,7,39587,VERONA,2016-03-16,0625
4,7,39588,VERONA,2016-03-16,0625
4,8,39261,VERONA,2016-03-16,0623
4,8,39262,VERONA,2016-03-16,0623
4,8,39263,VERONA,2016-03-16,0623
4,8,39264,VERONA,2016-03-16,0623
4,8,39265,VERONA,2016-03-16,0623
4,8,39589,VERONA,2016-03-16,0623
4,8,39590,VERONA,2016-03-16,0623
4,8,39591,VERONA,2016-03-16,0623
4,8,39078,VERONA,2016-03-16,0623
4,8,39079,VERONA,2016-03-16,0623
4,8,39080,VERONA,2016-03-16,0623
4,9,39266,VERONA,2016-03-16,0630
4,9,39267,VERONA,2016-03-16,0630
4,9,39269,VERONA,2016-03-16,0630
4,9,39271,VERONA,2016-03-16,0630
4,9,39272,VERONA,2016-03-16,0630
4,9,39081,VERONA,2016-03-16,0630
4,9,39082,VERONA,2016-03-16,0630
4,9,39084,VERONA,2016-03-16,0630
4,9,39085,VERONA,2016-03-16,0630
4,9,39086,VERONA,2016-03-16,0630
4,9,39814,VERONA,2016-03-16,0630
4,10,36493,YOLO,2016-03-16,1548
4,10,39833,YOLO,2016-03-16,1548
4,10,39834,YOLO,2016-03-16,1548
4,10,39835,YOLO,2016-03-16,1548
4,10,39836,YOLO,2016-03-16,1548
4,10,39837,YOLO,2016-03-16,1548
4,10,39815,YOLO,2016-03-16,1548
4,10,39816,YOLO,2016-03-16,1548
4,10,39817,YOLO,2016-03-16,1548
4,10,39818,YOLO,2016-03-16,1548
4,10,39819,YOLO,2016-03-16,1548
4,11,39839,YOLO,2016-03-16,1550
4,11,39840,YOLO,2016-03-16,1550
4,11,39841,YOLO,2016-03-16,1550
4,11,39254,YOLO,2016-03-16,1550
4,11,39255,YOLO,2016-03-16,1550
4,11,39256,YOLO,2016-03-16,1550
4,11,39820,YOLO,2016-03-16,1550
4,11,39821,YOLO,2016-03-16,1550
4,11,39822,YOLO,2016-03-16,1550
4,11,39236,YOLO,2016-03-16,1550
4,11,39237,YOLO,2016-03-16,1550
4,12,39257,YOLO,2016-03-16,1551
4,12,39258,YOLO,2016-03-16,1551
4,12,39259,YOLO,2016-03-16,1551
4,12,39260,YOLO,2016-03-16,1551
4,12,39031,YOLO,2016-03-16,1551
4,12,39238,YOLO,2016-03-16,1551
4,12,39239,YOLO,2016-03-16,1551
4,12,39240,YOLO,2016-03-16,1551
4,12,39241,YOLO,2016-03-16,1551
4,12,39242,YOLO,2016-03-16,1551
4,12,39243,YOLO,2016-03-16,1551
4,13,39824,VERONA,2016-03-16,1430
4,13,39825,VERONA,2016-03-16,1430
4,13,39826,VERONA,2016-03-16,1430
4,13,39827,VERONA,2016-03-16,1430
4,13,39828,VERONA,2016-03-16,1430
4,13,39829,VERONA,2016-03-16,1430
4,13,39804,VERONA,2016-03-16,1430
4,13,39805,VERONA,2016-03-16,1430
4,13,39807,VERONA,2016-03-16,1430
4,13,39808,VERONA,2016-03-16,1430
4,13,39809,VERONA,2016-03-16,1430
4,14,39831,VERONA,2016-03-16,1436
4,14,39832,VERONA,2016-03-16,1436
4,14,39244,VERONA,2016-03-16,1436
4,14,39245,VERONA,2016-03-16,1436
4,14,39246,VERONA,2016-03-16,1436
4,14,39810,VERONA,2016-03-16,1436
4,14,39811,VERONA,2016-03-16,1436
4,14,39812,VERONA,2016-03-16,1436
4,14,39226,VERONA,2016-03-16,1436
4,14,39227,VERONA,2016-03-16,1436
4,14,39228,VERONA,2016-03-16,1436
4,15,39247,VERONA,2016-03-16,1445
4,15,39248,VERONA,2016-03-16,1445
4,15,39249,VERONA,2016-03-16,1445
4,15,39250,VERONA,2016-03-16,1445
4,15,39253,VERONA,2016-03-16,1445
4,15,39052,VERONA,2016-03-16,1445
4,15,39229,VERONA,2016-03-16,1445
4,15,39230,VERONA,2016-03-16,1445
4,15,39231,VERONA,2016-03-16,1445
4,15,39232,VERONA,2016-03-16,1445
4,15,39233,VERONA,2016-03-16,1445
4,16,39553,YOLO,2016-03-16,2250
4,16,39554,YOLO,2016-03-16,2250
4,16,39555,YOLO,2016-03-16,2250
4,16,39556,YOLO,2016-03-16,2250
4,16,39557,YOLO,2016-03-16,2250
4,16,39234,YOLO,2016-03-16,2250
4,16,39737,YOLO,2016-03-16,2250
4,16,39738,YOLO,2016-03-16,2250
4,16,39739,YOLO,2016-03-16,2250
4,16,39740,YOLO,2016-03-16,2250
4,16,39741,YOLO,2016-03-16,2250
4,17,39558,YOLO,2016-03-16,2250
4,17,39559,YOLO,2016-03-16,2250
4,17,39560,YOLO,2016-03-16,2250
4,17,39561,YOLO,2016-03-16,2250
4,17,39032,YOLO,2016-03-16,2250
4,17,39033,YOLO,2016-03-16,2250
4,17,39742,YOLO,2016-03-16,2250
4,17,39744,YOLO,2016-03-16,2250
4,17,39745,YOLO,2016-03-16,2250
4,17,39218,YOLO,2016-03-16,2250
4,17,39219,YOLO,2016-03-16,2250
4,18,39034,YOLO,2016-03-16,2251
4,18,39036,YOLO,2016-03-16,2251
4,18,39037,YOLO,2016-03-16,2251
4,18,39038,YOLO,2016-03-16,2251
4,18,39039,YOLO,2016-03-16,2251
4,18,39220,YOLO,2016-03-16,2251
4,18,39221,YOLO,2016-03-16,2251
4,18,39222,YOLO,2016-03-16,2251
4,18,39223,YOLO,2016-03-16,2251
4,18,39224,YOLO,2016-03-16,2251
4,18,39225,YOLO,2016-03-16,2251
4,19,39040,VERONA,2016-03-16,2148
4,19,39562,VERONA,2016-03-16,2148
4,19,39563,VERONA,2016-03-16,2148
