datePST,timePST,stage_ft
20160216,1330,17.28
20160216,1345,17.25
20160216,1400,17.33
20160216,1415,17.27
20160216,1430,17.38
20160216,1445,17.65
20160216,1500,17.37
20160216,1515,17.41
20160216,1530,17.37
20160216,1545,17.26
20160216,1600,17.23
20160216,1615,17.34
20160216,1630,17.59
20160216,1645,17.36
20160216,1700,17.43
20160216,1715,17.46
20160216,1730,17.25
20160216,1745,17.27
20160216,1800,17.66
20160216,1815,17.59
20160216,1830,17.76
20160216,1845,17.29
20160216,1900,17.58
20160216,1915,17.25
20160216,1930,17.7
20160216,1945,17.26
20160216,2000,17.24
20160216,2015,17.26
20160216,2030,17.21
20160216,2045,17.42
20160216,2100,17.33
20160216,2115,17.27
20160216,2130,17.21
20160216,2145,17.18
20160216,2200,17.27
20160216,2215,17.29
20160216,2230,17.25
20160216,2245,17.23
20160216,2300,17.33
20160216,2315,17.45
20160216,2330,17.23
20160216,2345,17.29
20160217,0,17.28
20160217,15,17.26
20160217,30,17.34
20160217,45,17.26
20160217,100,17.27
20160217,115,17.3
20160217,130,17.2
20160217,145,17.26
20160217,200,17.19
20160217,215,17.17
20160217,230,17.21
20160217,245,17.22
20160217,300,17.23
20160217,315,17.24
20160217,330,17.22
20160217,345,17.21
20160217,400,17.22
20160217,415,17.19
20160217,430,17.12
20160217,445,17.14
20160217,500,17.12
20160217,515,17.15
20160217,530,17.17
20160217,545,17.19
20160217,600,17.19
20160217,615,17.23
20160217,630,17.22
20160217,645,17.14
20160217,700,17.19
20160217,715,17.18
20160217,730,17.2
20160217,745,17.18
20160217,800,17.2
20160217,815,17.16
20160217,830,17.14
20160217,845,17.16
20160217,900,17.12
20160217,915,17.16
20160217,930,17.14
20160217,945,17.18
20160217,1000,17.13
20160217,1015,17.16
20160217,1030,17.16
20160217,1045,17.18
20160217,1100,17.15
20160217,1115,17.1
20160217,1130,17.06
20160217,1145,17.09
20160217,1200,17.09
20160217,1215,17.08
20160217,1230,17.1
20160217,1245,17.1
20160217,1300,17.12
20160217,1315,17.13
20160217,1330,17.11
20160217,1345,17.08
20160217,1400,17.11
20160217,1415,17.07
20160217,1430,17.12
20160217,1445,17.1
20160217,1500,17.08
20160217,1515,17.08
20160217,1530,17.08
20160217,1545,17.07
20160217,1600,17.08
20160217,1615,17.08
20160217,1630,17.07
20160217,1645,17.1
20160217,1700,17.07
20160217,1715,17.05
20160217,1730,17.2
20160217,1745,16.98
20160217,1800,17
20160217,1815,16.96
20160217,1830,17.08
20160217,1845,17
20160217,1900,17.18
20160217,1915,17.13
20160217,1930,17.15
20160217,1945,17.15
20160217,2000,17.13
20160217,2015,17.13
20160217,2030,17.12
20160217,2045,17.09
20160217,2100,17.11
20160217,2115,17.12
20160217,2130,17.13
20160217,2145,17.1
20160217,2200,17.07
20160217,2215,17.08
20160217,2230,17.07
20160217,2245,17.07
20160217,2300,17.05
20160217,2315,17.08
20160217,2330,17.04
20160217,2345,17.03
20160218,0,17.05
20160218,15,17.04
20160218,30,17.04
20160218,45,17.06
20160218,100,17.04
20160218,115,17.03
20160218,130,17.05
20160218,145,17.01
20160218,200,17.05
20160218,215,17.04
20160218,230,17.02
20160218,245,16.96
20160218,300,17
20160218,315,17.01
20160218,330,17
20160218,345,16.99
20160218,400,17
20160218,415,16.98
20160218,430,17
20160218,445,16.99
20160218,500,16.97
20160218,515,17.01
20160218,530,16.96
20160218,545,16.99
20160218,600,16.98
20160218,615,17.02
20160218,630,16.94
20160218,645,16.98
20160218,700,16.99
20160218,715,16.99
20160218,730,17.01
20160218,745,16.95
20160218,800,17
20160218,815,16.99
20160218,830,16.97
20160218,845,17.04
20160218,900,16.96
20160218,915,16.95
20160218,930,16.97
20160218,945,16.97
20160218,1000,16.93
20160218,1015,16.95
20160218,1030,16.99
20160218,1045,17.05
20160218,1100,17.08
20160218,1115,17.03
20160218,1130,17.01
20160218,1145,17.01
20160218,1200,16.98
20160218,1215,17.01
20160218,1230,17.02
20160218,1245,17.01
20160218,1300,17.01
20160218,1315,16.99
20160218,1330,17.01
20160218,1345,16.97
20160218,1400,17.01
20160218,1415,17.02
20160218,1430,17
20160218,1445,17.05
20160218,1500,17.04
20160218,1515,16.98
20160218,1530,16.98
20160218,1545,17.03
20160218,1600,16.99
20160218,1615,17.03
20160218,1630,17.03
20160218,1645,17.05
20160218,1700,17.02
20160218,1715,17.02
20160218,1730,17.03
20160218,1745,17.01
20160218,1800,17.03
20160218,1815,17.03
20160218,1830,17.04
20160218,1845,17.05
20160218,1900,17
20160218,1915,17.03
20160218,1930,16.98
20160218,1945,16.97
20160218,2000,17
20160218,2015,16.93
20160218,2030,16.93
20160218,2045,16.94
20160218,2100,16.95
20160218,2115,17.01
20160218,2130,17.03
20160218,2145,17.04
20160218,2200,17.04
20160218,2215,17
20160218,2230,17.04
20160218,2245,17.11
20160218,2300,17.12
20160218,2315,17.05
20160218,2330,17.07
20160218,2345,17.05
20160219,0,16.98
20160219,15,16.97
20160219,30,17.02
20160219,45,17
20160219,100,17.04
20160219,115,17.01
20160219,130,17.13
20160219,145,16.99
20160219,200,17.05
20160219,215,16.97
20160219,230,17.02
20160219,245,17.01
20160219,300,17.11
20160219,315,17.1
20160219,330,17.12
20160219,345,17.29
20160219,400,17.27
20160219,415,17.21
20160219,430,17.07
20160219,445,17.06
20160219,500,16.99
20160219,515,16.95
20160219,530,16.95
20160219,545,16.96
20160219,600,16.98
20160219,615,16.94
20160219,630,16.93
20160219,645,16.93
20160219,700,16.95
20160219,715,17.01
20160219,730,16.96
20160219,745,17.03
20160219,800,16.94
20160219,815,16.98
20160219,830,17
20160219,845,17.11
20160219,900,17.11
20160219,915,17.09
20160219,930,17.07
20160219,945,17.16
20160219,1000,17.15
20160219,1015,17.14
20160219,1030,17.12
20160219,1045,17.1
20160219,1100,17.07
20160219,1115,17
20160219,1130,17.03
20160219,1145,17
20160219,1200,17.07
20160219,1215,17.07
20160219,1230,17.07
20160219,1245,17.12
20160219,1300,17.12
20160219,1315,17.1
20160219,1330,17.12
20160219,1345,17.13
20160219,1400,17.12
20160219,1415,17.11
20160219,1430,17.12
20160219,1445,17.14
20160219,1500,17.12
20160219,1515,17.13
20160219,1530,17.13
20160219,1545,17.15
20160219,1600,17.15
20160219,1615,17.12
20160219,1630,17.15
20160219,1645,17.12
20160219,1700,17.14
20160219,1715,17.19
20160219,1730,17.19
20160219,1745,17.15
20160219,1800,17.14
20160219,1815,17.17
20160219,1830,17.18
20160219,1845,17.17
20160219,1900,17.18
20160219,1915,17.15
20160219,1930,17.16
20160219,1945,17.19
20160219,2000,17.18
20160219,2015,17.16
20160219,2030,17.18
20160219,2045,17.2
20160219,2100,17.18
20160219,2115,17.21
20160219,2130,17.19
20160219,2145,17.21
20160219,2200,17.22
20160219,2215,17.23
20160219,2230,17.22
20160219,2245,17.22
20160219,2300,17.25
20160219,2315,17.25
20160219,2330,17.26
20160219,2345,17.25
20160220,0,17.26
20160220,15,17.25
20160220,30,17.24
20160220,45,17.29
20160220,100,17.26
20160220,115,17.27
20160220,130,17.27
20160220,145,17.29
20160220,200,17.24
20160220,215,17.27
20160220,230,17.29
20160220,245,17.25
20160220,300,17.28
20160220,315,17.26
20160220,330,17.25
20160220,345,17.22
20160220,400,17.3
20160220,415,17.32
20160220,430,17.32
20160220,445,17.33
20160220,500,17.33
20160220,515,17.31
20160220,530,17.35
20160220,545,17.3
20160220,600,17.33
20160220,615,17.37
20160220,630,17.33
20160220,645,17.31
20160220,700,17.36
20160220,715,17.35
20160220,730,17.37
20160220,745,17.37
20160220,800,17.37
20160220,815,17.44
20160220,830,17.44
20160220,845,17.39
20160220,900,17.41
20160220,915,17.45
20160220,930,17.36
20160220,945,17.44
20160220,1000,17.42
20160220,1015,17.46
20160220,1030,17.43
20160220,1045,17.42
20160220,1100,17.47
20160220,1115,17.62
20160220,1130,17.42
20160220,1145,17.47
20160220,1200,17.48
20160220,1215,17.48
20160220,1230,17.48
20160220,1245,17.51
20160220,1300,17.51
20160220,1315,17.5
20160220,1330,17.54
20160220,1345,17.52
20160220,1400,17.54
20160220,1415,17.56
20160220,1430,17.54
20160220,1445,17.56
20160220,1500,17.56
20160220,1515,17.55
20160220,1530,17.58
20160220,1545,17.59
20160220,1600,17.61
20160220,1615,17.59
20160220,1630,17.62
20160220,1645,17.6
20160220,1700,17.61
20160220,1715,17.65
20160220,1730,17.63
20160220,1745,17.62
20160220,1800,17.66
20160220,1815,17.67
20160220,1830,17.68
20160220,1845,17.66
20160220,1900,17.69
20160220,1915,17.71
20160220,1930,17.75
20160220,1945,17.75
20160220,2000,17.75
20160220,2015,17.75
20160220,2030,17.74
20160220,2045,17.75
20160220,2100,17.79
20160220,2115,17.83
20160220,2130,17.8
20160220,2145,17.82
20160220,2200,17.8
20160220,2215,17.79
20160220,2230,17.86
20160220,2245,17.85
20160220,2300,17.88
20160220,2315,17.88
20160220,2330,17.87
20160220,2345,17.88
20160221,0,17.89
20160221,15,17.87
20160221,30,17.88
20160221,45,17.89
20160221,100,17.88
20160221,115,17.91
20160221,130,18.05
20160221,145,18.06
20160221,200,18.09
20160221,215,18.14
20160221,230,17.87
20160221,245,17.91
20160221,300,17.9
20160221,315,17.91
20160221,330,17.9
20160221,345,17.91
20160221,400,17.93
20160221,415,17.95
20160221,430,17.98
20160221,445,17.95
20160221,500,17.94
20160221,515,17.95
20160221,530,17.95
20160221,545,18.02
20160221,600,18
20160221,615,18.01
20160221,630,18.01
20160221,645,18.06
20160221,700,18.22
20160221,715,18.1
20160221,730,18.4
20160221,745,18.13
20160221,800,18.28
20160221,815,18.4
20160221,830,18.05
20160221,845,18.03
20160221,900,18.01
20160221,915,18.04
20160221,930,18.04
20160221,945,18.05
20160221,1000,18.15
20160221,1015,18.13
20160221,1030,18.23
20160221,1045,18.19
20160221,1100,18.25
20160221,1115,18.06
20160221,1130,18.14
20160221,1145,18.15
20160221,1200,18.2
20160221,1215,18.22
20160221,1230,18.25
20160221,1245,18.24
20160221,1300,18.23
20160221,1315,18.21
20160221,1330,18.24
20160221,1345,18.24
20160221,1400,18.27
20160221,1415,18.24
20160221,1430,18.26
20160221,1445,18.3
20160221,1500,18.3
20160221,1515,18.28
20160221,1530,18.25
20160221,1545,18.25
20160221,1600,18.3
20160221,1615,18.25
20160221,1630,18.33
20160221,1645,18.24
20160221,1700,18.38
20160221,1715,18.36
20160221,1730,18.34
20160221,1745,18.35
20160221,1800,18.33
20160221,1815,18.32
20160221,1830,18.32
20160221,1845,18.32
20160221,1900,18.32
20160221,1915,18.31
20160221,1930,18.31
20160221,1945,18.35
20160221,2000,18.36
20160221,2015,18.35
20160221,2030,18.41
20160221,2045,18.38
20160221,2100,18.35
20160221,2115,18.35
20160221,2130,18.39
20160221,2145,18.38
20160221,2200,18.36
20160221,2215,18.38
20160221,2230,18.35
20160221,2245,18.36
20160221,2300,18.35
20160221,2315,18.32
20160221,2330,18.54
20160221,2345,18.42
20160222,0,18.4
20160222,15,18.4
20160222,30,18.33
20160222,45,18.36
20160222,100,18.37
20160222,115,18.54
20160222,130,18.46
20160222,145,18.38
20160222,200,18.39
20160222,215,18.42
20160222,230,18.41
20160222,245,18.34
20160222,300,18.42
20160222,315,18.34
20160222,330,18.35
20160222,345,18.37
20160222,400,18.5
20160222,415,18.5
20160222,430,18.6
20160222,445,18.66
20160222,500,18.56
20160222,515,18.5
20160222,530,18.54
20160222,545,18.7
20160222,600,18.77
20160222,615,18.59
20160222,630,18.54
20160222,645,18.44
20160222,700,18.52
20160222,715,18.51
20160222,730,18.53
20160222,745,18.65
20160222,800,18.32
20160222,815,18.24
20160222,830,18.26
20160222,845,18.25
20160222,900,18.26
20160222,915,18.26
20160222,930,18.28
20160222,945,18.42
20160222,1000,18.46
20160222,1015,18.47
20160222,1030,18.39
20160222,1045,18.53
20160222,1100,18.49
20160222,1115,18.2
20160222,1130,18.41
20160222,1145,18.36
20160222,1200,18.42
20160222,1215,18.31
20160222,1230,18.36
20160222,1245,18.37
20160222,1300,18.33
20160222,1315,18.32
20160222,1330,18.28
20160222,1345,18.31
20160222,1400,18.32
20160222,1415,18.28
20160222,1430,18.33
20160222,1445,18.35
20160222,1500,18.38
20160222,1515,18.4
20160222,1530,18.48
20160222,1545,18.36
20160222,1600,18.45
20160222,1615,18.34
20160222,1630,18.37
20160222,1645,18.33
20160222,1700,18.39
20160222,1715,18.26
20160222,1730,18.47
20160222,1745,18.42
20160222,1800,18.74
20160222,1815,18.48
20160222,1830,18.45
20160222,1845,18.34
20160222,1900,18.34
20160222,1915,18.45
20160222,1930,18.33
20160222,1945,18.85
20160222,2000,18.63
20160222,2015,18.58
20160222,2030,18.47
20160222,2045,18.6
20160222,2100,18.6
20160222,2115,18.6
20160222,2130,18.37
20160222,2145,18.5
20160222,2200,18.44
20160222,2215,18.34
20160222,2230,18.48
20160222,2245,18.47
20160222,2300,18.51
20160222,2315,18.33
20160222,2330,18.47
20160222,2345,18.57
20160223,0,18.74
20160223,15,18.35
20160223,30,18.56
20160223,45,18.39
20160223,100,18.36
20160223,115,18.36
20160223,130,18.39
20160223,145,18.39
20160223,200,18.27
20160223,215,18.35
20160223,230,18.33
20160223,245,18.29
20160223,300,18.34
20160223,315,18.36
20160223,330,18.26
20160223,345,18.57
20160223,400,18.41
20160223,415,18.43
20160223,430,18.4
20160223,445,18.48
20160223,500,18.49
20160223,515,18.37
20160223,530,18.31
20160223,545,18.32
20160223,600,18.27
20160223,615,18.34
20160223,630,18.18
20160223,645,18.33
20160223,700,18.34
20160223,715,18.42
20160223,730,18.3
20160223,745,18.36
20160223,800,18.91
20160223,815,19
20160223,830,18.74
20160223,845,18.31
20160223,900,18.24
20160223,915,18.16
20160223,930,19.34
20160223,945,18.3
20160223,1000,18.34
20160223,1015,18.28
20160223,1030,18.55
20160223,1045,18.8
20160223,1100,18.51
20160223,1115,18.1
20160223,1130,18.07
20160223,1145,18.07
20160223,1200,18.07
20160223,1215,18.02
20160223,1230,18.01
20160223,1245,18.01
20160223,1300,18.04
20160223,1315,18.1
20160223,1330,18.17
20160223,1345,18.3
20160223,1400,18.21
20160223,1415,18.12
20160223,1430,18.14
20160223,1445,18.08
20160223,1500,18.15
20160223,1515,18.1
20160223,1530,18.05
20160223,1545,18.05
20160223,1600,18.1
20160223,1615,18.04
20160223,1630,18.05
20160223,1645,18.17
20160223,1700,17.89
20160223,1715,17.92
20160223,1730,18.08
20160223,1745,18.03
20160223,1800,17.95
20160223,1815,18.02
20160223,1830,18.11
20160223,1845,18.12
20160223,1900,18.05
20160223,1915,17.99
20160223,1930,18.03
20160223,1945,18.03
20160223,2000,17.97
20160223,2015,17.98
20160223,2030,17.97
20160223,2045,17.98
20160223,2100,18
20160223,2115,17.97
20160223,2130,18.03
20160223,2145,17.98
20160223,2200,18
20160223,2215,17.95
20160223,2230,17.94
20160223,2245,17.95
20160223,2300,17.94
20160223,2315,17.99
20160223,2330,17.96
20160223,2345,17.78
20160224,0,17.87
20160224,15,17.96
20160224,30,18.03
20160224,45,17.96
20160224,100,17.92
20160224,115,17.82
20160224,130,17.89
20160224,145,17.84
20160224,200,17.91
20160224,215,17.89
20160224,230,17.85
20160224,245,17.8
20160224,300,17.83
20160224,315,17.8
20160224,330,17.81
20160224,345,17.76
20160224,400,17.91
20160224,415,17.87
20160224,430,17.79
20160224,445,17.88
20160224,500,17.89
20160224,515,17.84
20160224,530,18.01
20160224,545,17.96
20160224,600,17.84
20160224,615,17.97
20160224,630,17.95
20160224,645,18.04
20160224,700,17.95
20160224,715,18.02
20160224,730,17.86
20160224,745,17.86
20160224,800,17.84
20160224,815,17.87
20160224,830,17.9
20160224,845,17.89
20160224,900,17.9
20160224,915,17.92
20160224,930,17.88
20160224,945,17.88
20160224,1000,17.8
20160224,1015,17.81
20160224,1030,17.77
20160224,1045,17.78
20160224,1100,17.76
20160224,1115,17.75
20160224,1130,17.82
20160224,1145,17.74
20160224,1200,17.75
20160224,1215,17.75
20160224,1230,17.7
20160224,1245,17.75
20160224,1300,17.75
20160224,1315,17.64
20160224,1330,17.7
20160224,1345,17.7
20160224,1400,17.74
20160224,1415,17.73
20160224,1430,17.69
20160224,1445,17.7
20160224,1500,17.73
20160224,1515,17.71
20160224,1530,17.74
20160224,1545,17.68
20160224,1600,17.76
20160224,1615,17.71
20160224,1630,17.68
20160224,1645,17.69
20160224,1700,17.74
20160224,1715,17.76
20160224,1730,17.74
20160224,1745,17.7
20160224,1800,17.66
20160224,1815,17.68
20160224,1830,17.65
20160224,1845,17.66
20160224,1900,17.67
20160224,1915,17.66
20160224,1930,17.62
20160224,1945,17.62
20160224,2000,17.56
20160224,2015,17.58
20160224,2030,17.63
20160224,2045,17.61
20160224,2100,17.58
20160224,2115,17.63
20160224,2130,17.56
20160224,2145,17.64
20160224,2200,17.61
20160224,2215,17.56
20160224,2230,17.66
20160224,2245,17.69
20160224,2300,17.89
20160224,2315,17.68
20160224,2330,17.74
20160224,2345,17.58
20160225,0,17.5
20160225,15,17.5
20160225,30,17.52
20160225,45,17.45
20160225,100,17.45
20160225,115,17.67
20160225,130,17.62
20160225,145,17.49
20160225,200,17.41
20160225,215,17.39
20160225,230,17.42
20160225,245,17.53
20160225,300,17.48
20160225,315,17.5
20160225,330,17.51
20160225,345,17.56
20160225,400,17.55
20160225,415,17.59
20160225,430,17.55
20160225,445,17.59
20160225,500,17.57
20160225,515,17.54
20160225,530,17.57
20160225,545,17.57
20160225,600,17.54
20160225,615,17.5
20160225,630,17.56
20160225,645,17.58
20160225,700,17.56
20160225,715,17.53
20160225,730,17.56
20160225,745,17.56
20160225,800,17.55
20160225,815,17.54
20160225,830,17.51
20160225,845,17.52
20160225,900,17.49
20160225,915,17.54
20160225,930,17.5
20160225,945,17.54
20160225,1000,17.5
20160225,1015,17.52
20160225,1030,17.49
20160225,1045,17.47
20160225,1100,17.44
20160225,1115,17.28
20160225,1130,17.46
20160225,1145,17.58
20160225,1200,17.56
20160225,1215,17.62
20160225,1230,17.47
20160225,1245,17.46
20160225,1300,17.53
20160225,1315,17.52
20160225,1330,17.52
20160225,1345,17.47
20160225,1400,17.47
20160225,1415,17.47
20160225,1430,17.47
20160225,1445,17.37
20160225,1500,17.42
20160225,1515,17.47
20160225,1530,17.41
20160225,1545,17.39
20160225,1600,17.42
20160225,1615,17.41
20160225,1630,17.45
20160225,1645,17.43
20160225,1700,17.44
20160225,1715,17.39
20160225,1730,17.37
20160225,1745,17.41
20160225,1800,17.38
20160225,1815,17.38
20160225,1830,17.43
20160225,1845,17.35
20160225,1900,17.38
20160225,1915,17.36
20160225,1930,17.33
20160225,1945,17.37
20160225,2000,17.35
20160225,2015,17.28
20160225,2030,17.29
20160225,2045,17.35
20160225,2100,17.32
20160225,2115,17.32
20160225,2130,17.28
20160225,2145,17.33
20160225,2200,17.31
20160225,2215,17.3
20160225,2230,17.31
20160225,2245,17.29
20160225,2300,17.25
20160225,2315,17.31
20160225,2330,17.32
20160225,2345,17.33
20160226,0,17.26
20160226,15,17.3
20160226,30,17.29
20160226,45,17.3
20160226,100,17.28
20160226,115,17.31
20160226,130,17.32
20160226,145,17.29
20160226,200,17.27
20160226,215,17.31
20160226,230,17.29
20160226,245,17.26
20160226,300,17.23
20160226,315,17.23
20160226,330,17.29
20160226,345,17.25
20160226,400,17.3
20160226,415,17.22
20160226,430,17.19
20160226,445,17.23
20160226,500,17.29
20160226,515,17.21
20160226,530,17.25
20160226,545,17.22
20160226,600,17.2
20160226,615,17.19
20160226,630,17.16
20160226,645,17.26
20160226,700,17.22
20160226,715,17.19
20160226,730,17.16
20160226,745,17.18
20160226,800,17.2
20160226,815,17.25
20160226,830,17.22
20160226,845,17.24
20160226,900,17.23
20160226,915,17.15
20160226,930,17.19
20160226,945,17.17
20160226,1000,17.18
20160226,1015,17.18
20160226,1030,17.15
20160226,1045,17.18
20160226,1100,17.2
20160226,1115,17.06
20160226,1130,17.08
20160226,1145,17.11
20160226,1200,17.12
20160226,1215,17.1
20160226,1230,17.17
20160226,1245,17.13
20160226,1300,17.12
20160226,1315,17.15
20160226,1330,17.12
20160226,1345,17.16
20160226,1400,17.15
20160226,1415,17.14
20160226,1430,17.13
20160226,1445,17.12
20160226,1500,17.14
20160226,1515,17.13
20160226,1530,17.15
20160226,1545,17.14
20160226,1600,17.11
20160226,1615,17.13
20160226,1630,17.13
20160226,1645,17.11
20160226,1700,17.08
20160226,1715,17.1
20160226,1730,17.12
20160226,1745,17.12
20160226,1800,17.13
20160226,1815,17.1
20160226,1830,17.1
20160226,1845,17.1
20160226,1900,17.15
20160226,1915,17.09
20160226,1930,17.11
20160226,1945,17.06
20160226,2000,17.1
20160226,2015,17.13
20160226,2030,17.08
20160226,2045,17.14
20160226,2100,17.04
20160226,2115,17.11
20160226,2130,17.06
20160226,2145,17.08
20160226,2200,17.01
20160226,2215,16.99
20160226,2230,16.96
20160226,2245,16.89
20160226,2300,16.89
20160226,2315,17.04
20160226,2330,17.09
20160226,2345,17.02
20160227,0,16.93
20160227,15,17.02
20160227,30,17.01
20160227,45,16.83
20160227,100,16.91
20160227,115,16.89
20160227,130,16.89
20160227,145,16.9
20160227,200,16.88
20160227,215,16.85
20160227,230,16.9
20160227,245,16.84
20160227,300,16.81
20160227,315,16.84
20160227,330,16.82
20160227,345,16.87
20160227,400,16.92
20160227,415,16.9
20160227,430,16.78
20160227,445,16.8
20160227,500,16.79
20160227,515,16.79
20160227,530,16.75
20160227,545,16.75
20160227,600,16.88
20160227,615,16.85
20160227,630,16.78
20160227,645,16.76
20160227,700,16.92
20160227,715,16.91
20160227,730,16.89
20160227,745,16.89
20160227,800,16.86
20160227,815,16.72
20160227,830,16.76
20160227,845,16.74
20160227,900,16.72
20160227,915,16.76
20160227,930,16.7
20160227,945,16.75
20160227,1000,16.7
20160227,1015,16.78
20160227,1030,16.75
20160227,1045,16.76
20160227,1100,16.73
20160227,1115,16.73
20160227,1130,16.73
20160227,1145,16.69
20160227,1200,16.7
20160227,1215,16.79
20160227,1230,16.77
20160227,1245,16.72
20160227,1300,16.77
20160227,1315,16.75
20160227,1330,16.76
20160227,1345,16.79
20160227,1400,16.7
20160227,1415,16.68
20160227,1430,16.71
20160227,1445,16.72
20160227,1500,16.82
20160227,1515,16.71
20160227,1530,16.74
20160227,1545,16.7
20160227,1600,16.68
20160227,1615,16.76
20160227,1630,16.68
20160227,1645,16.8
20160227,1700,16.89
20160227,1715,16.8
20160227,1730,16.84
20160227,1745,16.88
20160227,1800,16.82
20160227,1815,16.71
20160227,1830,16.74
20160227,1845,16.68
20160227,1900,16.72
20160227,1915,16.74
20160227,1930,16.68
20160227,1945,16.77
20160227,2000,16.77
20160227,2015,16.64
20160227,2030,16.68
20160227,2045,16.86
20160227,2100,16.82
20160227,2115,16.69
20160227,2130,16.66
20160227,2145,16.68
20160227,2200,16.69
20160227,2215,16.7
20160227,2230,16.65
20160227,2245,16.81
20160227,2300,16.78
20160227,2315,16.69
20160227,2330,16.65
20160227,2345,16.77
20160228,0,16.85
20160228,15,16.66
20160228,30,16.76
20160228,45,16.64
20160228,100,16.56
20160228,115,16.59
20160228,130,16.62
20160228,145,16.65
20160228,200,16.68
20160228,215,16.69
20160228,230,16.69
20160228,245,16.72
20160228,300,16.72
20160228,315,16.71
20160228,330,16.74
20160228,345,16.6
20160228,400,16.61
20160228,415,16.62
20160228,430,16.61
20160228,445,16.57
20160228,500,16.61
20160228,515,16.58
20160228,530,16.57
20160228,545,16.59
20160228,600,16.55
20160228,615,16.56
20160228,630,16.61
20160228,645,16.67
20160228,700,16.68
20160228,715,16.65
20160228,730,16.65
20160228,745,16.58
20160228,800,16.53
20160228,815,16.67
20160228,830,16.72
20160228,845,16.55
20160228,900,16.75
20160228,915,16.55
20160228,930,16.64
20160228,945,16.52
20160228,1000,16.61
20160228,1015,16.58
20160228,1030,16.51
20160228,1045,16.68
20160228,1100,16.55
20160228,1115,16.69
20160228,1130,16.52
20160228,1145,16.52
20160228,1200,16.52
20160228,1215,16.48
20160228,1230,16.46
20160228,1245,16.51
20160228,1300,16.44
20160228,1315,16.56
20160228,1330,16.5
20160228,1345,16.47
20160228,1400,16.48
20160228,1415,16.5
20160228,1430,16.52
20160228,1445,16.57
20160228,1500,16.52
20160228,1515,16.47
20160228,1530,16.5
20160228,1545,16.56
20160228,1600,16.51
20160228,1615,16.51
20160228,1630,16.49
20160228,1645,16.49
20160228,1700,16.43
20160228,1715,16.48
20160228,1730,16.45
20160228,1745,16.46
20160228,1800,16.46
20160228,1815,16.51
20160228,1830,16.48
20160228,1845,16.5
20160228,1900,16.52
20160228,1915,16.48
20160228,1930,16.49
20160228,1945,16.49
20160228,2000,16.49
20160228,2015,16.46
20160228,2030,16.47
20160228,2045,16.46
20160228,2100,16.46
20160228,2115,16.46
20160228,2130,16.45
20160228,2145,16.45
20160228,2200,16.54
20160228,2215,16.5
20160228,2230,16.5
20160228,2245,16.47
20160228,2300,16.43
20160228,2315,16.4
20160228,2330,16.49
20160228,2345,16.42
20160229,0,16.48
20160229,15,16.43
20160229,30,16.45
20160229,45,16.45
20160229,100,16.41
20160229,115,16.41
20160229,130,16.45
20160229,145,16.41
20160229,200,16.45
20160229,215,16.47
20160229,230,16.42
20160229,245,16.42
20160229,300,16.42
20160229,315,16.49
20160229,330,16.43
20160229,345,16.43
20160229,400,16.38
20160229,415,16.4
20160229,430,16.45
20160229,445,16.47
20160229,500,16.43
20160229,515,16.43
20160229,530,16.41
20160229,545,16.4
20160229,600,16.46
20160229,615,16.41
20160229,630,16.39
20160229,645,16.42
20160229,700,16.4
20160229,715,16.43
20160229,730,16.45
20160229,745,16.44
20160229,800,16.42
20160229,815,16.4
20160229,830,16.43
20160229,845,16.37
20160229,900,16.36
20160229,915,16.4
20160229,930,16.36
20160229,945,16.36
20160229,1000,16.4
20160229,1015,16.38
20160229,1030,16.42
20160229,1045,16.35
20160229,1100,16.41
20160229,1115,16.39
20160229,1130,16.36
20160229,1145,16.38
20160229,1200,16.38
20160229,1215,16.4
20160229,1230,16.4
20160229,1245,16.39
20160229,1300,16.4
20160229,1315,16.4
20160229,1330,16.38
20160229,1345,16.37
20160229,1400,16.37
20160229,1415,16.39
20160229,1430,16.38
20160229,1445,16.41
20160229,1500,16.34
20160229,1515,16.39
20160229,1530,16.41
20160229,1545,16.47
20160229,1600,16.41
20160229,1615,16.41
20160229,1630,16.4
20160229,1645,16.39
20160229,1700,16.39
20160229,1715,16.32
20160229,1730,16.39
20160229,1745,16.35
20160229,1800,16.35
20160229,1815,16.37
20160229,1830,16.39
20160229,1845,16.36
20160229,1900,16.36
20160229,1915,16.37
20160229,1930,16.37
20160229,1945,16.35
20160229,2000,16.37
20160229,2015,16.37
20160229,2030,16.35
20160229,2045,16.41
20160229,2100,16.34
20160229,2115,16.38
20160229,2130,16.34
20160229,2145,16.39
20160229,2200,16.36
20160229,2215,16.36
20160229,2230,16.38
20160229,2245,16.38
20160229,2300,16.34
20160229,2315,16.37
20160229,2330,16.39
20160229,2345,16.34
20160301,0,16.34
20160301,15,16.35
20160301,30,16.34
20160301,45,16.35
20160301,100,16.34
20160301,115,16.41
20160301,130,16.34
20160301,145,16.33
20160301,200,16.4
20160301,215,16.34
20160301,230,16.42
20160301,245,16.34
20160301,300,16.34
20160301,315,16.35
20160301,330,16.35
20160301,345,16.37
20160301,400,16.35
20160301,415,16.35
20160301,430,16.36
20160301,445,16.42
20160301,500,16.44
20160301,515,16.34
20160301,530,16.36
20160301,545,16.37
20160301,600,16.38
20160301,615,16.38
20160301,630,16.37
20160301,645,16.38
20160301,700,16.38
20160301,715,16.38
20160301,730,16.37
20160301,745,16.35
20160301,800,16.36
20160301,815,16.36
20160301,830,16.4
