datePST,timePST,stage_ft
20160202,1730,28.22
20160202,1745,28.25
20160202,1800,28.13
20160202,1815,28.14
20160202,1830,28.2
20160202,1845,28.16
20160202,1900,28.05
20160202,1915,28.11
20160202,1930,28.12
20160202,1945,27.97
20160202,2000,28.09
20160202,2015,28.02
20160202,2030,27.95
20160202,2045,27.89
20160202,2100,27.92
20160202,2115,27.85
20160202,2130,27.85
20160202,2145,27.84
20160202,2200,27.84
20160202,2215,27.81
20160202,2230,27.71
20160202,2245,27.74
20160202,2300,27.74
20160202,2315,27.66
20160202,2330,27.64
20160202,2345,27.6
20160203,0,27.56
20160203,15,27.56
20160203,30,27.55
20160203,45,27.52
20160203,100,27.5
20160203,115,27.45
20160203,130,27.38
20160203,145,27.36
20160203,200,27.35
20160203,215,27.29
20160203,230,27.29
20160203,245,27.28
20160203,300,27.24
20160203,315,27.23
20160203,330,27.19
20160203,345,27.17
20160203,400,27.11
20160203,415,27.11
20160203,430,27.05
20160203,445,27.06
20160203,500,27.02
20160203,515,27.03
20160203,530,26.94
20160203,545,26.92
20160203,600,26.94
20160203,615,26.87
20160203,630,26.87
20160203,645,26.84
20160203,700,26.82
20160203,715,26.8
20160203,730,26.76
20160203,745,26.69
20160203,800,26.69
20160203,815,26.66
20160203,830,26.6
20160203,845,26.6
20160203,900,26.6
20160203,915,26.56
20160203,930,26.5
20160203,945,26.46
20160203,1000,26.48
20160203,1015,26.47
20160203,1030,26.43
20160203,1045,26.43
20160203,1100,26.43
20160203,1115,26.35
20160203,1130,26.31
20160203,1145,26.28
20160203,1200,26.18
20160203,1215,26.24
20160203,1230,26.18
20160203,1245,26.15
20160203,1300,26.11
20160203,1315,26.11
20160203,1330,26.06
20160203,1345,26.05
20160203,1400,26.04
20160203,1415,26.01
20160203,1430,25.96
20160203,1445,25.94
20160203,1500,25.96
20160203,1515,25.9
20160203,1530,25.83
20160203,1545,25.82
20160203,1600,25.83
20160203,1615,25.84
20160203,1630,25.79
20160203,1645,25.76
20160203,1700,25.75
20160203,1715,25.77
20160203,1730,25.7
20160203,1745,25.65
20160203,1800,25.66
20160203,1815,25.63
20160203,1830,25.59
20160203,1845,25.59
20160203,1900,25.55
20160203,1915,25.53
20160203,1930,25.52
20160203,1945,25.51
20160203,2000,25.44
20160203,2015,25.46
20160203,2030,25.42
20160203,2045,25.41
20160203,2100,25.36
20160203,2115,25.33
20160203,2130,25.33
20160203,2145,25.29
20160203,2200,25.27
20160203,2215,25.25
20160203,2230,25.26
20160203,2245,25.2
20160203,2300,25.19
20160203,2315,25.19
20160203,2330,25.14
20160203,2345,25.14
20160204,0,25.03
20160204,15,25.04
20160204,30,25.04
20160204,45,25.04
20160204,100,25.02
20160204,115,24.97
20160204,130,24.92
20160204,145,24.93
20160204,200,24.93
20160204,215,24.92
20160204,230,24.81
20160204,245,24.81
20160204,300,24.8
20160204,315,24.8
20160204,330,24.75
20160204,345,24.74
20160204,400,24.72
20160204,415,24.71
20160204,430,24.67
20160204,445,24.68
20160204,500,24.65
20160204,515,24.63
20160204,530,24.52
20160204,545,24.58
20160204,600,24.55
20160204,615,24.53
20160204,630,24.54
20160204,645,24.5
20160204,700,24.41
20160204,715,24.42
20160204,730,24.43
20160204,745,24.46
20160204,800,24.31
20160204,815,24.38
20160204,830,24.37
20160204,845,24.34
20160204,900,24.33
20160204,915,24.3
20160204,930,24.24
20160204,945,24.28
20160204,1000,24.27
20160204,1015,24.21
20160204,1030,24.21
20160204,1045,24.19
20160204,1100,24.18
20160204,1115,24.07
20160204,1130,24.09
20160204,1145,24.03
20160204,1200,24.03
20160204,1215,23.99
20160204,1230,23.98
20160204,1245,24.01
20160204,1300,23.99
20160204,1315,23.95
20160204,1330,23.95
20160204,1345,23.93
20160204,1400,23.92
20160204,1415,23.89
20160204,1430,23.85
20160204,1445,23.85
20160204,1500,23.86
20160204,1515,23.84
20160204,1530,23.76
20160204,1545,23.81
20160204,1600,23.77
20160204,1615,23.71
20160204,1630,23.78
20160204,1645,23.77
20160204,1700,23.7
20160204,1715,23.69
20160204,1730,23.6
20160204,1745,23.63
20160204,1800,23.58
20160204,1815,23.68
20160204,1830,23.6
20160204,1845,23.64
20160204,1900,23.6
20160204,1915,23.62
20160204,1930,23.64
20160204,1945,23.61
20160204,2000,23.59
20160204,2015,23.61
20160204,2030,23.55
20160204,2045,23.56
20160204,2100,23.57
20160204,2115,23.54
20160204,2130,23.52
20160204,2145,23.51
20160204,2200,23.49
20160204,2215,23.53
20160204,2230,23.45
20160204,2245,23.46
20160204,2300,23.46
20160204,2315,23.44
20160204,2330,23.43
20160204,2345,23.43
20160205,0,23.37
20160205,15,23.4
20160205,30,23.35
20160205,45,23.37
20160205,100,23.31
20160205,115,23.34
20160205,130,23.32
20160205,145,23.3
20160205,200,23.24
20160205,215,23.28
20160205,230,23.23
20160205,245,23.23
20160205,300,23.23
20160205,315,23.22
20160205,330,23.21
20160205,345,23.19
20160205,400,23.18
20160205,415,23.1
20160205,430,23.15
20160205,445,23.12
20160205,500,23.08
20160205,515,23.11
20160205,530,23.06
20160205,545,23.03
20160205,600,23.1
20160205,615,22.99
20160205,630,23.03
20160205,645,23.01
20160205,700,22.96
20160205,715,22.98
20160205,730,22.97
20160205,745,22.98
20160205,800,22.94
20160205,815,22.86
20160205,930,22.85
20160205,945,22.84
20160205,1000,22.81
20160205,1015,22.79
20160205,1030,22.78
20160205,1045,22.76
20160205,1100,22.78
20160205,1115,22.65
20160205,1130,22.73
20160205,1145,22.69
20160205,1200,22.69
20160205,1215,22.64
20160205,1230,22.64
20160205,1245,22.65
20160205,1300,22.69
20160205,1315,22.58
20160205,1330,22.66
20160205,1345,22.56
20160205,1400,22.59
20160205,1415,22.59
20160205,1430,22.67
20160205,1445,22.59
20160205,1500,22.53
20160205,1515,22.57
20160205,1530,22.51
20160205,1545,22.59
20160205,1600,22.49
20160205,1615,22.61
20160205,1630,22.57
20160205,1645,22.44
20160205,1700,22.51
20160205,1715,22.47
20160205,1730,22.33
20160205,1745,22.36
20160205,1800,22.4
20160205,1815,22.39
20160205,1830,22.4
20160205,1845,22.29
20160205,1900,22.38
20160205,1915,22.45
20160205,1930,22.31
20160205,1945,22.27
20160205,2000,22.27
20160205,2015,22.38
20160205,2030,22.76
20160205,2045,22.36
20160205,2100,22.22
20160205,2115,22.35
20160205,2130,22.49
20160205,2145,22.25
20160205,2200,22.26
20160205,2215,22.31
20160205,2230,22.26
20160205,2245,22.18
20160205,2300,22.2
20160205,2315,22.25
20160205,2330,22.18
20160205,2345,22.38
20160206,0,22.21
20160206,15,22.4
20160206,30,22.68
20160206,45,22.23
20160206,100,22.05
20160206,115,22.06
20160206,130,22.02
20160206,145,22.07
20160206,200,22.3
20160206,215,22.11
20160206,230,21.96
20160206,245,22.13
20160206,300,22.04
20160206,315,22.32
20160206,330,21.94
20160206,345,22.05
20160206,400,21.91
20160206,415,21.86
20160206,430,22.1
20160206,445,21.92
20160206,500,22.53
20160206,515,21.95
20160206,530,22.05
20160206,545,21.87
20160206,600,21.85
20160206,615,21.94
20160206,630,21.91
20160206,645,22.08
20160206,700,21.79
20160206,715,21.87
20160206,730,21.74
20160206,745,21.93
20160206,800,22.06
20160206,815,21.99
20160206,830,21.7
20160206,845,22.11
20160206,900,22.2
20160206,915,21.69
20160206,930,21.75
20160206,945,21.76
20160206,1000,21.72
20160206,1015,21.93
20160206,1030,22.07
20160206,1045,22.13
20160206,1100,21.85
20160206,1115,21.48
20160206,1130,21.53
20160206,1145,21.51
20160206,1200,21.46
20160206,1215,21.44
20160206,1230,21.45
20160206,1245,21.44
20160206,1300,21.42
20160206,1315,21.42
20160206,1330,21.4
20160206,1345,21.37
20160206,1400,21.41
20160206,1415,21.37
20160206,1430,21.4
20160206,1445,21.36
20160206,1500,21.32
20160206,1515,21.34
20160206,1530,21.32
20160206,1545,21.34
20160206,1600,21.33
20160206,1615,21.33
20160206,1630,21.33
20160206,1645,21.33
20160206,1700,21.23
20160206,1715,21.29
20160206,1730,21.29
20160206,1745,21.22
20160206,1800,21.22
20160206,1815,21.26
20160206,1830,21.19
20160206,1845,21.23
20160206,1900,21.25
20160206,1915,21.15
20160206,1930,21.22
20160206,1945,21.19
20160206,2000,21.19
20160206,2015,21.12
20160206,2030,21.16
20160206,2045,21.09
20160206,2100,21.16
20160206,2115,21.11
20160206,2130,21.11
20160206,2145,21.07
20160206,2200,21.13
20160206,2215,21.12
20160206,2230,21.05
20160206,2245,21.03
20160206,2300,21.09
20160206,2315,21.11
20160206,2330,21.04
20160206,2345,21.04
20160207,0,21
20160207,15,20.98
20160207,30,20.92
20160207,45,20.91
20160207,100,20.95
20160207,115,20.96
20160207,130,20.97
20160207,145,20.95
20160207,200,20.94
20160207,215,20.94
20160207,230,20.83
20160207,245,20.9
20160207,300,20.89
20160207,315,20.9
20160207,330,20.89
20160207,345,20.86
20160207,400,20.8
20160207,415,20.85
20160207,430,20.84
20160207,445,21.03
20160207,500,20.94
20160207,515,20.82
20160207,530,20.86
20160207,545,21.26
20160207,600,20.78
20160207,615,20.91
20160207,630,20.71
20160207,645,20.94
20160207,700,21.44
20160207,715,20.95
20160207,730,21
20160207,745,20.79
20160207,800,21.09
20160207,815,20.7
20160207,830,20.84
20160207,845,20.77
20160207,900,20.74
20160207,915,20.71
20160207,930,20.7
20160207,945,20.81
20160207,1000,20.68
20160207,1015,20.85
20160207,1030,20.9
20160207,1045,20.62
20160207,1100,20.73
20160207,1115,20.51
20160207,1130,20.57
20160207,1145,20.55
20160207,1200,20.52
20160207,1215,20.66
20160207,1230,20.46
20160207,1245,20.63
20160207,1300,20.54
20160207,1315,20.48
20160207,1330,20.59
20160207,1345,20.74
20160207,1400,20.51
20160207,1415,20.3
20160207,1430,20.35
20160207,1445,20.35
20160207,1500,20.29
20160207,1515,20.35
20160207,1530,20.36
20160207,1545,20.29
20160207,1600,20.69
20160207,1615,20.28
20160207,1630,20.64
20160207,1645,20.29
20160207,1700,20.27
20160207,1715,20.27
20160207,1730,20.23
20160207,1745,20.56
20160207,1800,20.46
20160207,1815,20.42
20160207,1830,20.31
20160207,1845,20.26
20160207,1900,20.28
20160207,1915,20.18
20160207,1930,20.17
20160207,1945,20.17
20160207,2000,20.23
20160207,2015,20.13
20160207,2030,20.11
20160207,2045,20.13
20160207,2100,20.2
20160207,2115,20.1
20160207,2130,20.14
20160207,2145,20.26
20160207,2200,20.62
20160207,2215,20.19
20160207,2230,20.15
20160207,2245,20.11
20160207,2300,20.08
20160207,2315,20.05
20160207,2330,20.09
20160207,2345,20.06
20160208,0,20.07
20160208,15,20.06
20160208,30,20.06
20160208,45,20.14
20160208,100,20.08
20160208,115,20.04
20160208,130,20
20160208,145,20
20160208,200,19.95
20160208,215,19.98
20160208,230,19.97
20160208,245,19.98
20160208,300,19.92
20160208,315,19.96
20160208,330,19.96
20160208,345,19.89
20160208,400,19.98
20160208,415,19.98
20160208,430,19.97
20160208,445,19.92
20160208,500,19.91
20160208,515,19.95
20160208,530,19.93
20160208,545,19.86
20160208,600,19.85
20160208,615,19.94
20160208,630,19.82
20160208,645,19.91
20160208,700,19.93
20160208,715,19.88
20160208,730,20.43
20160208,745,19.9
20160208,800,19.87
20160208,815,19.87
20160208,830,19.84
20160208,845,19.81
20160208,900,19.79
20160208,915,20.11
20160208,930,19.86
20160208,945,19.82
20160208,1000,19.8
20160208,1015,19.77
20160208,1030,19.72
20160208,1045,19.81
20160208,1100,19.79
20160208,1115,19.7
20160208,1130,19.75
20160208,1145,19.7
20160208,1200,19.67
20160208,1215,19.81
20160208,1230,19.72
20160208,1245,19.78
20160208,1300,19.69
20160208,1315,19.69
20160208,1330,19.76
20160208,1345,19.7
20160208,1400,19.66
20160208,1415,19.69
20160208,1430,19.67
20160208,1445,19.88
20160208,1500,19.61
20160208,1515,19.61
20160208,1530,19.7
20160208,1545,19.86
20160208,1600,19.63
20160208,1615,19.67
20160208,1630,19.67
20160208,1645,19.87
20160208,1700,19.84
20160208,1715,19.64
20160208,1730,19.57
20160208,1745,19.53
20160208,1800,19.9
20160208,1815,19.73
20160208,1830,19.58
20160208,1845,19.77
20160208,1900,19.64
20160208,1915,19.68
20160208,1930,19.61
20160208,1945,19.62
20160208,2000,19.54
20160208,2015,19.61
20160208,2030,19.63
20160208,2045,20.18
20160208,2100,19.66
20160208,2115,19.58
20160208,2130,19.45
20160208,2145,19.49
20160208,2200,19.45
20160208,2215,19.51
20160208,2230,19.56
20160208,2245,19.91
20160208,2300,19.49
20160208,2315,19.71
20160208,2330,19.62
20160208,2345,19.63
20160209,0,19.51
20160209,15,19.41
20160209,30,19.35
20160209,45,19.49
20160209,100,19.77
20160209,115,19.78
20160209,130,19.42
20160209,145,19.39
20160209,200,19.6
20160209,215,19.55
20160209,230,19.44
20160209,245,19.7
20160209,300,19.49
20160209,315,19.59
20160209,330,19.52
20160209,345,19.52
20160209,400,19.47
20160209,415,19.52
20160209,430,19.5
20160209,445,19.48
20160209,500,19.45
20160209,515,19.39
20160209,530,19.4
20160209,545,19.38
20160209,600,19.35
20160209,615,19.27
20160209,630,19.16
20160209,645,19.16
20160209,700,19.18
20160209,715,19.27
20160209,730,19.33
20160209,745,19.18
20160209,800,19.24
20160209,815,19.18
20160209,830,19.32
20160209,845,19.42
20160209,900,19.18
20160209,915,19.17
20160209,930,19.25
20160209,945,19.32
20160209,1000,19.2
20160209,1015,19.11
20160209,1030,19.17
20160209,1045,19.09
20160209,1100,19.06
20160209,1115,19.03
20160209,1130,19.16
20160209,1145,19.17
20160209,1200,19.12
20160209,1215,19.37
20160209,1230,18.99
20160209,1245,18.91
20160209,1300,18.96
20160209,1315,18.95
20160209,1330,19.06
20160209,1345,19.07
20160209,1400,18.95
20160209,1415,18.92
20160209,1430,18.95
20160209,1445,18.95
20160209,1500,19.05
20160209,1515,18.95
20160209,1530,18.94
20160209,1545,19
20160209,1600,18.95
20160209,1615,19.05
20160209,1630,18.97
20160209,1645,18.95
20160209,1700,18.94
20160209,1715,18.96
20160209,1730,19.02
20160209,1745,19.19
20160209,1800,19.01
20160209,1815,18.9
20160209,1830,18.88
20160209,1845,18.87
20160209,1900,18.91
20160209,1915,18.95
20160209,1930,18.89
20160209,1945,18.87
20160209,2000,18.89
20160209,2015,18.89
20160209,2030,18.91
20160209,2045,18.84
20160209,2100,18.87
20160209,2115,18.93
20160209,2130,18.96
20160209,2145,18.9
20160209,2200,18.95
20160209,2215,18.85
20160209,2230,18.85
20160209,2245,18.87
20160209,2300,18.92
20160209,2315,18.85
20160209,2330,18.89
20160209,2345,18.92
20160210,0,18.89
20160210,15,18.91
20160210,30,18.86
20160210,45,18.84
20160210,100,18.87
20160210,115,18.79
20160210,130,18.74
20160210,145,18.78
20160210,200,18.75
20160210,215,18.71
20160210,230,18.76
20160210,245,18.75
20160210,300,18.71
20160210,315,18.91
20160210,330,18.8
20160210,345,18.79
20160210,400,18.86
20160210,415,18.8
20160210,430,18.77
20160210,445,18.81
20160210,500,18.82
20160210,515,18.8
20160210,530,18.88
20160210,545,18.81
20160210,600,18.82
20160210,615,18.83
20160210,630,18.86
20160210,645,18.74
20160210,700,18.82
20160210,715,18.8
20160210,730,18.72
20160210,745,18.71
20160210,800,18.78
20160210,815,18.81
20160210,830,18.76
20160210,845,18.76
20160210,900,18.78
20160210,915,18.74
20160210,930,18.77
20160210,945,18.77
20160210,1000,18.69
20160210,1015,18.71
20160210,1030,18.84
20160210,1045,18.85
20160210,1100,18.73
20160210,1115,18.78
20160210,1130,18.76
20160210,1145,18.76
20160210,1200,18.76
20160210,1215,18.74
20160210,1230,18.73
20160210,1245,18.78
20160210,1300,18.73
20160210,1315,18.76
20160210,1330,18.73
20160210,1345,18.82
20160210,1400,18.8
20160210,1415,18.72
20160210,1430,18.75
20160210,1445,18.75
20160210,1500,18.7
20160210,1515,18.83
20160210,1530,18.74
20160210,1545,18.72
20160210,1600,18.66
20160210,1615,18.61
20160210,1630,18.64
20160210,1645,18.64
20160210,1700,18.79
20160210,1715,18.71
20160210,1730,18.8
20160210,1745,18.73
20160210,1800,18.71
20160210,1815,18.67
20160210,1830,18.66
20160210,1845,18.7
20160210,1900,18.69
20160210,1915,18.57
20160210,1930,18.64
20160210,1945,18.7
20160210,2000,18.66
20160210,2015,18.66
20160210,2030,18.68
20160210,2045,18.71
20160210,2100,18.74
20160210,2115,18.73
20160210,2130,18.69
20160210,2145,18.61
20160210,2200,18.69
20160210,2215,18.66
20160210,2230,18.65
20160210,2245,18.61
20160210,2300,18.66
20160210,2315,18.62
20160210,2330,18.63
20160210,2345,18.68
20160211,0,18.64
20160211,15,18.65
20160211,30,18.61
20160211,45,18.58
20160211,100,18.63
20160211,115,18.67
20160211,130,18.6
20160211,145,18.6
20160211,200,18.58
20160211,215,18.63
20160211,230,18.58
20160211,245,18.61
20160211,300,18.52
20160211,315,18.58
20160211,330,18.6
20160211,345,18.55
20160211,400,18.56
20160211,415,18.54
20160211,430,18.58
20160211,445,18.54
20160211,500,18.55
20160211,515,18.52
20160211,530,18.53
20160211,545,18.54
20160211,600,18.55
20160211,615,18.63
20160211,630,18.62
20160211,645,18.61
20160211,700,18.55
20160211,715,18.52
20160211,730,18.53
20160211,745,18.52
20160211,800,18.51
20160211,815,18.49
20160211,830,18.51
20160211,845,18.49
20160211,900,18.49
20160211,915,18.5
20160211,930,18.43
20160211,945,18.48
20160211,1000,18.47
20160211,1015,18.49
20160211,1030,18.48
20160211,1045,18.46
20160211,1100,18.49
20160211,1115,18.4
20160211,1130,18.36
20160211,1145,18.41
20160211,1200,18.45
20160211,1215,18.48
20160211,1230,18.47
20160211,1245,18.43
20160211,1300,18.47
20160211,1315,18.48
20160211,1330,18.43
20160211,1345,18.45
20160211,1400,18.47
20160211,1415,18.4
20160211,1430,18.49
20160211,1445,18.46
20160211,1500,18.45
20160211,1515,18.41
20160211,1530,18.46
20160211,1545,18.45
20160211,1600,18.45
20160211,1615,18.42
20160211,1630,18.43
20160211,1645,18.42
20160211,1700,18.43
20160211,1715,18.42
20160211,1730,18.4
20160211,1745,18.4
20160211,1800,18.38
20160211,1815,18.41
20160211,1830,18.42
20160211,1845,18.4
20160211,1900,18.37
20160211,1915,18.38
20160211,1930,18.39
20160211,1945,18.39
20160211,2000,18.33
20160211,2015,18.29
20160211,2030,18.36
20160211,2045,18.3
20160211,2100,18.27
20160211,2115,18.22
20160211,2130,18.34
20160211,2145,18.36
20160211,2200,18.34
20160211,2215,18.33
20160211,2230,18.32
20160211,2245,18.32
20160211,2300,18.31
20160211,2315,18.32
20160211,2330,18.31
20160211,2345,18.31
20160212,0,18.26
20160212,15,18.29
20160212,30,18.21
20160212,45,18.29
20160212,100,18.22
20160212,115,18.28
20160212,130,18.26
20160212,145,18.26
20160212,200,18.27
20160212,215,18.26
20160212,230,18.25
20160212,245,18.25
20160212,300,18.21
20160212,315,18.24
20160212,330,18.2
20160212,345,18.27
20160212,400,18.27
20160212,415,18.18
20160212,430,18.2
20160212,445,18.25
20160212,500,18.22
20160212,515,18.21
20160212,530,18.17
20160212,545,18.19
20160212,600,18.2
20160212,615,18.16
20160212,630,18.19
20160212,645,18.03
20160212,700,18.09
20160212,715,18.02
20160212,730,18.09
20160212,745,18.23
20160212,800,18.04
20160212,815,18.01
20160212,830,18.07
20160212,845,17.98
20160212,900,18.11
20160212,915,18.09
20160212,930,18.12
20160212,945,18.13
20160212,1000,18.14
20160212,1015,18.08
20160212,1030,18.16
20160212,1045,18.08
20160212,1100,18.13
20160212,1115,18.01
20160212,1130,18.07
20160212,1145,18.21
20160212,1200,18.11
20160212,1215,18.08
20160212,1230,18.07
20160212,1245,18.04
20160212,1300,18.06
20160212,1315,18.1
20160212,1330,18.05
20160212,1345,18.07
20160212,1400,18.03
20160212,1415,18.1
20160212,1430,18.09
20160212,1445,18.09
20160212,1500,18.06
20160212,1515,18.13
20160212,1530,18.05
20160212,1545,18.08
20160212,1600,18.03
20160212,1615,18.01
20160212,1630,18.06
20160212,1645,18.1
20160212,1700,18.05
20160212,1715,18.09
20160212,1730,18.06
20160212,1745,18.04
20160212,1800,18.02
20160212,1815,18.02
20160212,1830,18.02
20160212,1845,18.03
20160212,1900,18.07
20160212,1915,18.11
20160212,1930,18
20160212,1945,18.04
20160212,2000,18.07
20160212,2015,17.98
20160212,2030,17.96
20160212,2045,18.1
20160212,2100,18.05
20160212,2115,18.02
20160212,2130,18
20160212,2145,18.02
20160212,2200,17.97
20160212,2215,18.05
20160212,2230,18.02
20160212,2245,17.97
20160212,2300,18.03
20160212,2315,17.95
20160212,2330,17.96
20160212,2345,17.94
20160213,0,17.96
20160213,15,18.01
20160213,30,18
20160213,45,17.93
20160213,100,17.99
20160213,115,17.92
20160213,130,18.02
20160213,145,17.96
20160213,200,17.94
20160213,215,18
20160213,230,17.96
20160213,245,17.99
20160213,300,17.99
20160213,315,17.93
20160213,330,18.01
20160213,345,17.95
20160213,400,17.98
20160213,415,17.94
20160213,430,17.96
20160213,445,17.95
20160213,500,17.97
20160213,515,17.95
20160213,530,18.02
20160213,545,17.95
20160213,600,17.96
20160213,615,17.97
20160213,630,17.97
20160213,645,17.97
20160213,700,17.92
20160213,715,17.98
20160213,730,17.92
20160213,745,17.87
20160213,800,17.94
20160213,815,17.82
20160213,830,17.96
20160213,845,17.87
20160213,900,17.88
20160213,915,17.9
20160213,930,17.86
20160213,945,17.93
20160213,1000,17.88
20160213,1015,17.88
20160213,1030,17.84
20160213,1045,17.81
20160213,1100,17.9
20160213,1115,17.78
20160213,1130,17.84
20160213,1145,17.81
20160213,1200,17.81
20160213,1215,17.85
20160213,1230,17.84
20160213,1245,17.83
20160213,1300,17.91
20160213,1315,17.92
20160213,1330,17.92
20160213,1345,17.93
20160213,1400,17.86
20160213,1415,17.9
20160213,1430,17.93
20160213,1445,17.97
20160213,1500,17.92
20160213,1515,17.89
20160213,1530,17.92
20160213,1545,17.95
20160213,1600,17.94
20160213,1615,17.93
20160213,1630,17.76
20160213,1645,17.75
20160213,1700,17.82
20160213,1715,17.84
20160213,1730,17.81
20160213,1745,18.02
20160213,1800,18.07
20160213,1815,18.04
20160213,1830,18.1
20160213,1845,18.05
20160213,1900,18.08
20160213,1915,18.07
20160213,1930,18.03
20160213,1945,18.06
20160213,2000,18.05
20160213,2015,18.07
20160213,2030,18.11
20160213,2045,18.03
20160213,2100,18.04
20160213,2115,18.07
20160213,2130,18.08
20160213,2145,18.07
20160213,2200,18.04
20160213,2215,18.03
20160213,2230,18.08
20160213,2245,18.04
20160213,2300,18.04
20160213,2315,18.07
20160213,2330,18.03
20160213,2345,18.03
20160214,0,18.03
20160214,15,18.05
20160214,30,18.03
20160214,45,18.04
20160214,100,18.03
20160214,115,17.99
20160214,130,18.01
20160214,145,18.01
20160214,200,18.03
20160214,215,18.02
20160214,230,17.99
20160214,245,18.01
20160214,300,18.01
20160214,315,18.01
20160214,330,18.04
20160214,345,18.01
20160214,400,18.04
20160214,415,18.03
20160214,430,17.98
20160214,445,18.01
20160214,500,18
20160214,515,18.03
20160214,530,18.04
20160214,545,18.02
20160214,600,18
20160214,615,18.01
20160214,630,17.99
20160214,645,17.99
20160214,700,18.02
20160214,715,18
20160214,730,17.99
20160214,745,17.98
20160214,800,17.99
20160214,815,17.98
20160214,830,17.98
20160214,845,17.98
20160214,900,18
20160214,915,17.98
20160214,930,18
20160214,945,17.99
20160214,1000,17.99
20160214,1015,17.98
20160214,1030,18
20160214,1045,18.03
20160214,1100,17.97
20160214,1115,17.83
20160214,1130,17.85
20160214,1145,17.79
20160214,1200,17.79
20160214,1215,17.83
20160214,1230,17.79
20160214,1245,17.82
20160214,1300,17.75
20160214,1315,17.69
20160214,1330,17.81
20160214,1345,17.71
20160214,1400,17.75
20160214,1415,17.81
20160214,1430,17.74
20160214,1445,17.81
20160214,1500,17.7
20160214,1515,17.7
20160214,1530,17.76
20160214,1545,17.74
20160214,1600,17.74
20160214,1615,17.71
20160214,1630,17.63
20160214,1645,17.69
20160214,1700,17.65
20160214,1715,17.69
20160214,1730,17.7
20160214,1745,17.72
20160214,1800,17.71
20160214,1815,17.68
20160214,1830,17.72
20160214,1845,17.73
20160214,1900,17.7
20160214,1915,17.73
20160214,1930,17.68
20160214,1945,17.78
20160214,2000,17.7
20160214,2015,17.65
20160214,2030,17.69
20160214,2045,17.68
20160214,2100,17.66
20160214,2115,17.65
20160214,2130,17.64
20160214,2145,17.55
20160214,2200,17.61
20160214,2215,17.57
20160214,2230,17.76
20160214,2245,17.56
20160214,2300,17.6
20160214,2315,17.63
20160214,2330,17.66
20160214,2345,17.6
20160215,0,17.63
20160215,15,17.71
20160215,30,17.64
20160215,45,17.65
20160215,100,17.66
20160215,115,17.57
20160215,130,17.62
20160215,145,17.65
20160215,200,17.58
20160215,215,17.78
20160215,230,17.66
20160215,245,17.69
20160215,300,17.73
20160215,315,17.69
20160215,330,17.8
20160215,345,17.68
20160215,400,17.7
20160215,415,17.66
20160215,430,17.64
20160215,445,17.65
20160215,500,17.64
20160215,515,17.71
20160215,530,17.64
20160215,545,17.73
20160215,600,17.63
20160215,615,17.63
20160215,630,17.75
20160215,645,17.65
20160215,700,17.64
20160215,715,17.61
20160215,730,17.63
20160215,745,17.62
20160215,800,17.62
20160215,815,17.62
20160215,830,17.62
20160215,845,17.64
20160215,900,17.61
20160215,915,17.63
20160215,930,17.62
20160215,945,17.67
20160215,1000,17.61
20160215,1015,17.6
20160215,1030,17.6
20160215,1045,17.63
20160215,1100,17.64
20160215,1115,17.55
20160215,1130,17.51
20160215,1145,17.53
20160215,1200,17.56
20160215,1215,17.54
20160215,1230,17.51
20160215,1245,17.52
20160215,1300,17.68
20160215,1315,17.54
20160215,1330,17.53
20160215,1345,17.58
20160215,1400,17.57
20160215,1415,17.59
20160215,1430,17.59
20160215,1445,17.56
20160215,1500,17.54
20160215,1515,17.58
20160215,1530,17.49
20160215,1545,17.72
20160215,1600,17.52
20160215,1615,17.55
20160215,1630,17.55
20160215,1645,17.53
20160215,1700,17.53
20160215,1715,17.52
20160215,1730,17.52
20160215,1745,17.54
20160215,1800,17.53
20160215,1815,17.51
20160215,1830,17.52
20160215,1845,17.53
20160215,1900,17.52
20160215,1915,17.52
20160215,1930,17.53
20160215,1945,17.52
20160215,2000,17.5
20160215,2015,17.51
20160215,2030,17.5
20160215,2045,17.51
20160215,2100,17.49
20160215,2115,17.49
20160215,2130,17.5
20160215,2145,17.47
20160215,2200,17.49
20160215,2215,17.48
20160215,2230,17.47
20160215,2245,17.47
20160215,2300,17.5
20160215,2315,17.48
20160215,2330,17.49
20160215,2345,17.44
20160216,0,17.45
20160216,15,17.47
20160216,30,17.45
20160216,45,17.44
20160216,100,17.45
20160216,115,17.43
20160216,130,17.42
20160216,145,17.43
20160216,200,17.42
20160216,215,17.4
20160216,230,17.43
20160216,245,17.44
20160216,300,17.41
20160216,315,17.42
20160216,330,17.43
20160216,345,17.31
20160216,400,17.34
20160216,415,17.35
20160216,430,17.41
20160216,445,17.37
20160216,500,17.38
20160216,515,17.37
20160216,530,17.31
20160216,545,17.32
20160216,600,17.29
20160216,615,17.39
20160216,630,17.34
20160216,645,17.36
20160216,700,17.36
20160216,715,17.3
20160216,730,17.3
20160216,745,17.25
20160216,800,17.3
20160216,815,17.36
20160216,830,17.45
20160216,845,17.26
20160216,900,17.21
20160216,915,17.28
20160216,930,17.48
20160216,945,17.43
20160216,1000,17.43
20160216,1015,17.44
20160216,1030,17.45
20160216,1045,17.37
20160216,1100,17.4
20160216,1115,17.34
20160216,1130,17.36
20160216,1145,17.38
20160216,1200,17.36
20160216,1215,17.73
20160216,1230,17.3
20160216,1245,17.26
20160216,1300,17.31
20160216,1315,17.25
