"","id","TagDate","RelSite","RelLoc","RelDate","RelTime","wtempC","weight","FL","AirTime","CanID","RelEv"
"544",39371,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,61.3,176,"2:18",10,2
"545",39372,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,42.7,157,"1:50",10,2
"546",39373,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,50.8,170,"1:51",10,2
"547",39374,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,46.8,161,"1:38",10,2
"548",39375,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,35.2,154,"1:30",8,2
"549",39376,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,56.3,173,"1:30",8,2
"550",39377,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,34.5,148,"1:34",8,2
"551",39378,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,53.2,172,"1:22",8,2
"552",39379,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,55.5,175,"1:41",8,2
"553",39380,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,56.9,176,"1:24",8,2
"554",39381,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,67.8,188,"1:28",8,2
"555",39382,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,83.4,200,"1:29",8,2
"556",39383,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,36.8,151,"2:09",8,2
"557",39384,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,52.6,167,"2:11",8,2
"558",39385,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,85.5,201,"2:30",8,2
"559",39386,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,37.3,153,"2:06",8,2
"560",39387,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,32.3,143,"2:25",8,2
"561",39388,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,59.8,175,"2:07",8,2
"562",39389,"2016-03-05","S1","TISDALE","2016-03-06","859",14.7,34.4,143,"2:07",8,2
"563",39390,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,40.8,156,"1:22",6,2
"564",39391,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,69.8,189,"1:35",6,2
"565",39393,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,35.2,148,"1:35",6,2
"566",39394,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,45.8,164,"1:18",6,2
"567",39395,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,33.6,147,"1:31",6,2
"568",39397,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,33.7,148,"1:26",6,2
"569",39398,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,28.6,144,"1:35",6,2
"570",39399,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,68.8,184,"1:46",6,2
"571",39400,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,36.2,152,"1:57",6,2
"572",39401,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,54.7,169,"2:06",6,2
"573",39402,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,83.7,199,"2:11",6,2
"574",39403,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,33,144,"1:47",6,2
"575",39404,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,69.6,182,"2:00",6,2
"576",39406,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,75.7,191,"1:54",6,2
"577",39407,"2016-03-05","S1","TISDALE","2016-03-06","850",14.7,49,164,"1:56",6,2
"578",39408,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,35.6,145,"1:21",4,2
"579",39409,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,85.3,197,"1:21",4,2
"580",39410,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,69.5,182,"1:22",4,2
"581",39411,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,26.4,137,"1:24",4,2
"582",39412,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,32.5,144,"1:27",4,2
"583",39413,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,38.2,153,"1:29",4,2
"584",39414,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,45.1,162,"2:00",4,2
"585",39415,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,67.4,164,"2:07",4,2
"586",39416,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,58.2,177,"2:07",4,2
"587",39417,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,37,153,"2:20",4,2
"588",39418,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,41.6,157,"2:13",4,2
"589",39419,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,49.7,166,"1:48",4,2
"590",39420,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,27.2,136,"2:05",4,2
"591",39421,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,62.2,181,"1:38",4,2
"592",39423,"2016-03-05","S1","TISDALE","2016-03-06","314",14.1,63.9,189,"1:56",4,2
"593",39424,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,69.8,180,"1:55",2,2
"594",39425,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,35,148,"1:27",2,2
"595",39426,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,53.2,171,"1:41",2,2
"596",39427,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,74.6,183,"1:38",2,2
"597",39428,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,87.6,198,"1:39",2,2
"598",39429,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,54.1,171,"1:34",2,2
"599",39430,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,43.9,163,"1:24",2,2
"600",39431,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,36,152,"2:07",2,2
"601",39432,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,65.1,184,"1:59",2,2
"602",39433,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,41.5,156,"1:47",2,2
"603",39434,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,94,197,"2:20",2,2
"604",39435,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,45,156,"2:18",2,2
"605",39436,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,51.6,165,"2:13",2,2
"606",39437,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,47.7,169,"1:56",2,2
"607",39439,"2016-03-05","S1","TISDALE","2016-03-06","306",14.1,61.5,177,"1:55",2,2
"608",39440,"2016-03-10","T1","TISDALE","2016-03-11","7",11,46.2,158,"1:36",2,3
"609",39441,"2016-03-10","T1","TISDALE","2016-03-11","7",11,52.8,165,"1:29",2,3
"610",39443,"2016-03-10","T1","TISDALE","2016-03-11","7",11,35.2,150,"1:37",2,3
"611",39444,"2016-03-10","T1","TISDALE","2016-03-11","7",11,46.9,165,"1:43",2,3
"612",39445,"2016-03-10","T1","TISDALE","2016-03-11","7",11,36.5,148,"1:31",2,3
"613",39446,"2016-03-10","T3","TISDALE","2016-03-11","755",12.7,56,172,"1:27",9,3
"614",39447,"2016-03-10","T3","TISDALE","2016-03-11","802",12.7,43.7,167,"1:33",11,3
"615",39449,"2016-03-10","T1","TISDALE","2016-03-11","13",11,52.6,173,"1:48",4,3
"616",39450,"2016-03-10","T1","TISDALE","2016-03-11","13",11,53.2,170,"1:31",4,3
"617",39451,"2016-03-10","T1","TISDALE","2016-03-11","13",11,30.3,140,"1:43",4,3
"618",39452,"2016-03-10","T1","TISDALE","2016-03-11","13",11,55.1,174,"1:20",4,3
"619",39453,"2016-03-10","T1","TISDALE","2016-03-11","13",11,101.3,208,"1:31",4,3
"620",39454,"2016-03-10","T2","TISDALE","2016-03-11","405",11,49,163,"1:27",6,3
"621",39455,"2016-03-10","T2","TISDALE","2016-03-11","405",11,47.5,163,"1:48",6,3
"622",39456,"2016-03-10","T2","TISDALE","2016-03-11","405",11,46.9,169,"1:40",6,3
"623",39457,"2016-03-10","T2","TISDALE","2016-03-11","405",11,71.6,186,"1:17",6,3
"624",39459,"2016-03-10","T2","TISDALE","2016-03-11","405",11,28,139,"1:28",6,3
"625",39460,"2016-03-10","T2","TISDALE","2016-03-11","405",11,66.8,184,"1:25",6,3
"626",39461,"2016-03-10","T2","TISDALE","2016-03-11","411",11,58.4,175,"1:11",8,3
"627",39462,"2016-03-10","T2","TISDALE","2016-03-11","411",11,29.7,141,"",8,3
"628",39463,"2016-03-10","T2","TISDALE","2016-03-11","411",11,49.8,165,"1:19",8,3
"629",39464,"2016-03-10","T2","TISDALE","2016-03-11","411",11,24.3,130,"1:27",8,3
"630",39465,"2016-03-10","T2","TISDALE","2016-03-11","411",11,49,167,"",8,3
"631",39466,"2016-03-10","T2","TISDALE","2016-03-11","411",11,49.9,166,"1:25",8,3
"632",39467,"2016-03-10","T3","TISDALE","2016-03-11","759",12.7,52.9,174,"1:25",10,3
"633",39468,"2016-03-10","T3","TISDALE","2016-03-11","759",12.7,35.8,152,"1:30",10,3
"634",39469,"2016-03-10","T3","TISDALE","2016-03-11","759",12.7,65.6,186,"1:33",10,3
"635",39470,"2016-03-10","T3","TISDALE","2016-03-11","759",12.7,32.1,145,"1:34",10,3
"636",39471,"2016-03-10","T3","TISDALE","2016-03-11","759",12.7,74.1,188,"1:32",10,3
"637",39473,"2016-03-10","T3","TISDALE","2016-03-11","759",12.7,26.5,140,"1:31",10,3
"638",39474,"2016-03-10","T3","TISDALE","2016-03-11","803",12.7,47.1,167,"1:27",12,3
"639",39475,"2016-03-10","T3","TISDALE","2016-03-11","803",12.7,30.9,147,"1:26",12,3
"640",39476,"2016-03-10","T3","TISDALE","2016-03-11","803",12.7,60.5,179,"1:28",12,3
"641",39477,"2016-03-10","T3","TISDALE","2016-03-11","803",12.7,30.3,145,"1:24",12,3
"642",39478,"2016-03-10","T3","TISDALE","2016-03-11","803",12.7,42.5,157,"1:25",12,3
"643",39484,"2016-03-10","T1","TISDALE","2016-03-11","7",11,55,168,"2:00",2,3
"644",39485,"2016-03-10","T1","TISDALE","2016-03-11","7",11,45.2,161,"2:05",2,3
"645",39486,"2016-03-10","T1","TISDALE","2016-03-11","7",11,51.3,166,"2:04",2,3
"646",39487,"2016-03-10","T1","TISDALE","2016-03-11","7",11,60.2,179,"1:50",2,3
"647",39488,"2016-03-10","T1","TISDALE","2016-03-11","7",11,29.3,143,"2:06",2,3
"648",39490,"2016-03-10","T2","TISDALE","2016-03-11","405",11,64,181,"1:51",6,3
"649",39491,"2016-03-10","T1","TISDALE","2016-03-11","13",11,84.7,191,"2:07",4,3
"650",39492,"2016-03-10","T1","TISDALE","2016-03-11","13",11,53.7,175,"2:39",4,3
"651",39493,"2016-03-10","T1","TISDALE","2016-03-11","13",11,58.1,173,"1:42",4,3
"652",39494,"2016-03-10","T1","TISDALE","2016-03-11","13",11,38.2,154,"2:12",4,3
"653",39495,"2016-03-10","T1","TISDALE","2016-03-11","13",11,41.8,155,"1:22",4,3
"654",39496,"2016-03-10","T2","TISDALE","2016-03-11","402",11,92.4,201,"2:01",5,3
"655",39497,"2016-03-10","T2","TISDALE","2016-03-11","402",11,44.6,161,"2:02",5,3
"656",39498,"2016-03-10","T2","TISDALE","2016-03-11","402",11,51.4,169,"2:03",5,3
"657",39499,"2016-03-10","T2","TISDALE","2016-03-11","402",11,67.1,180,"1:58",5,3
"658",39500,"2016-03-10","T2","TISDALE","2016-03-11","402",11,72.2,186,"2:04",5,3
"659",39501,"2016-03-10","T2","TISDALE","2016-03-11","409",11,49.7,165,"2:00",7,3
"660",39502,"2016-03-10","T2","TISDALE","2016-03-11","409",11,39.2,155,"3:12",7,3
"661",39503,"2016-03-10","T2","TISDALE","2016-03-11","409",11,43.4,161,"2:08",7,3
"662",39504,"2016-03-10","T2","TISDALE","2016-03-11","409",11,53.9,170,"1:50",7,3
"663",39505,"2016-03-10","T2","TISDALE","2016-03-11","409",11,28.9,138,"2:26",7,3
"664",39506,"2016-03-10","T2","TISDALE","2016-03-11","411",11,88.2,206,"2:11",8,3
"665",39526,"2016-03-14","S1","TISDALE","2016-03-16","159",11.4,99.8,207,"2:06",2,4
"666",39529,"2016-03-14","S1","TISDALE","2016-03-16","159",11.4,33.7,149,"1:25",2,4
"667",39530,"2016-03-14","S1","TISDALE","2016-03-16","159",11.4,64.3,184,"1:22",2,4
"668",39531,"2016-03-14","S1","TISDALE","2016-03-16","159",11.4,116.8,218,"1:45",2,4
"669",39532,"2016-03-14","S1","TISDALE","2016-03-16","159",11.4,29.8,138,"1:48",2,4
"670",39533,"2016-03-14","S1","TISDALE","2016-03-16","159",11.4,43.7,162,"1:40",2,4
"671",39572,"2016-03-14","S1","TISDALE","2016-03-16","159",11.4,41.5,158,"2:02",2,4
"672",39573,"2016-03-14","S1","TISDALE","2016-03-16","159",11.4,68.9,191,"2:11",2,4
"673",39574,"2016-03-14","S1","TISDALE","2016-03-16","159",11.4,57,177,"2:13",2,4
"674",39576,"2016-03-14","S1","TISDALE","2016-03-16","159",11.4,22.5,127,"2:08",2,4
"675",39577,"2016-03-14","S1","TISDALE","2016-03-16","159",11.4,47.4,169,"2:27",2,4
"676",39578,"2016-03-14","S1","TISDALE","2016-03-16","159",11.4,43,164,"2:06",2,4
"677",39579,"2016-03-14","S1","TISDALE","2016-03-15","1800",11.4,45.2,166,"2:11",1,4
"678",39592,"2016-03-16","S1","TISDALE","2016-03-18","200",12.2,75.2,190,"2:08",1,5
"679",39593,"2016-03-16","S1","TISDALE","2016-03-18","200",12.2,50.8,171,"1:59",1,5
"680",39594,"2016-03-16","S1","TISDALE","2016-03-18","200",12.2,84.6,197,"2:04",1,5
"681",39595,"2016-03-16","S1","TISDALE","2016-03-18","200",12.2,54.5,174,"1:53",1,5
"682",39596,"2016-03-16","S1","TISDALE","2016-03-18","200",12.2,38.1,153,"2:10",1,5
"683",39597,"2016-03-16","S1","TISDALE","2016-03-18","200",12.2,52.3,172,"2:12",1,5
"684",39598,"2016-03-16","S1","TISDALE","2016-03-18","200",12.2,87.3,199,"2:02",1,5
"685",39608,"2016-03-16","S1","TISDALE","2016-03-18","200",12.2,46.5,164,"1:15",1,5
"686",39609,"2016-03-16","S1","TISDALE","2016-03-18","200",12.2,33.6,150,"1:26",1,5
"687",39610,"2016-03-16","S1","TISDALE","2016-03-18","200",12.2,44.2,163,"1:58",1,5
"688",39612,"2016-03-16","S1","TISDALE","2016-03-18","200",12.2,35.8,151,"1:08",1,5
"689",39613,"2016-03-16","S1","TISDALE","2016-03-18","200",12.2,54.1,167,"1:25",1,5
"690",39616,"2016-03-16","S1","TISDALE","2016-03-18","200",12.2,87.3,203,"1:22",1,5
"691",39674,"2016-03-10","T1","TISDALE","2016-03-11","3",11,46.5,166,"2:01",1,3
"692",39849,"2016-03-10","T3","TISDALE","2016-03-11","759",12.7,31.4,148,"1:53",10,3
"693",39852,"2016-03-10","T3","TISDALE","2016-03-11","759",12.7,38.2,149,"1:52",10,3
"694",39853,"2016-03-10","T3","TISDALE","2016-03-11","759",12.7,31.3,146,"2:42",10,3
"695",39854,"2016-03-10","T3","TISDALE","2016-03-11","759",12.7,46.8,163,"2:11",10,3
"696",39855,"2016-03-10","T3","TISDALE","2016-03-11","759",12.7,74.3,191,"1:59",10,3
"697",39856,"2016-03-10","T3","TISDALE","2016-03-11","759",12.7,36.8,146,"1:58",10,3
"698",39857,"2016-03-10","T3","TISDALE","2016-03-11","802",12.7,54.9,173,"1:54",11,3
"699",39858,"2016-03-10","T3","TISDALE","2016-03-11","802",12.7,33,149,"3:04",11,3
"700",39859,"2016-03-10","T3","TISDALE","2016-03-11","802",12.7,93.3,203,"2:13",11,3
"701",39860,"2016-03-10","T3","TISDALE","2016-03-11","802",12.7,44.5,166,"2:00",11,3
