"","id","TagDate","RelSite","RelLoc","RelDate","RelTime","wtempC","weight","FL","AirTime","CanID","RelEv"
"271",38795,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,42.7,162,"1:55",3,2
"272",38796,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,60.2,181,"2:02",3,2
"273",38797,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,75,191,"1:59",3,2
"274",38798,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,87,200,"1:56",3,2
"275",38799,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,84.8,197,"2:00",3,2
"276",38815,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,46.5,165,"2:34",3,2
"277",38816,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,41,156,"2:08",3,2
"278",38817,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,56.3,173,"2:19",3,2
"279",38818,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,56.6,174,"1:18",3,2
"280",38819,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,43.5,157,"1:33",3,2
"281",38820,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,22.2,125,"1:41",3,2
"282",38821,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,40.2,157,"1:24",3,2
"283",38823,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,55.1,175,"1:27",3,2
"284",38824,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,47,163,"1:17",3,2
"285",38826,"2016-03-05","S1","TISDALE","2016-03-06","311",14.1,46.4,163,"1:27",3,2
"286",38827,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,39,161,"1:51",5,2
"287",38828,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,42,158,"1:54",5,2
"288",38829,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,46,163,"2:43",5,2
"289",38831,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,81.3,190,"1:54",5,2
"290",38832,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,49.1,164,"1:59",5,2
"291",38833,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,64.2,173,"2:05",5,2
"292",38834,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,59.5,192,"2:13",5,2
"293",38835,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,63,174,"2:10",5,2
"294",38836,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,58.1,173,"1:23",5,2
"295",38837,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,77.6,193,"1:17",5,2
"296",38838,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,81,192,"1:40",5,2
"297",38839,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,69.4,188,"1:14",5,2
"298",38840,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,69.8,183,"1:32",5,2
"299",38841,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,56,170,"1:24",5,2
"300",38842,"2016-03-05","S1","TISDALE","2016-03-06","846",14.7,33.4,151,"1:32",5,2
"301",38843,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,68,183,"2:10",7,2
"302",38844,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,59.7,177,"2:21",7,2
"303",38845,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,36.9,153,"2:06",7,2
"304",38846,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,72.5,180,"2:07",7,2
"305",38847,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,22.5,129,"1:55",7,2
"306",38848,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,46.9,164,"2:13",7,2
"307",38849,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,35.5,150,"2:11",7,2
"308",38850,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,60.4,178,"2:19",7,2
"309",38851,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,47,168,"1:30",7,2
"310",38852,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,30.7,145,"1:21",7,2
"311",38853,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,67.2,187,"1:47",7,2
"312",38854,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,63,182,"1:29",7,2
"313",38855,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,56.7,171,"1:28",7,2
"314",38856,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,70.9,192,"1:28",7,2
"315",38857,"2016-03-05","S1","TISDALE","2016-03-06","855",14.7,35.9,153,"1:37",7,2
"316",38858,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,52.1,168,"2:27",9,2
"317",38859,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,28.6,138,"1:46",9,2
"318",38860,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,34.7,147,"2:36",9,2
"319",38861,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,54.5,171,"2:18",9,2
"320",38862,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,35.9,151,"2:25",9,2
"321",38863,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,74.1,193,"2:22",9,2
"322",38864,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,59.4,179,"1:58",9,2
"323",38865,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,55.1,173,"1:30",9,2
"324",38866,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,73.6,187,"1:37",9,2
"325",38867,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,45.3,165,"1:34",9,2
"326",38868,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,40,154,"1:41",9,2
"327",38869,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,88.1,203,"1:25",9,2
"328",38870,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,59.6,179,"1:36",9,2
"329",38871,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,65.9,180,"1:28",9,2
"330",38872,"2016-03-05","S1","TISDALE","2016-03-06","1433",14.1,59,181,"1:29",9,2
"331",38873,"2016-03-05","S1","TISDALE","2016-03-06","1439",14.1,37.6,152,"2:12",11,2
"332",38874,"2016-03-05","S1","TISDALE","2016-03-06","1439",14.1,60.6,178,"1:54",11,2
"333",38875,"2016-03-05","S1","TISDALE","2016-03-06","1439",14.1,26.6,137,"1:51",11,2
"334",38876,"2016-03-05","S1","TISDALE","2016-03-06","1439",14.1,43.8,159,"2:03",11,2
"335",38878,"2016-03-05","S1","TISDALE","2016-03-06","1439",14.1,35.9,148,"1:32",11,2
"336",38879,"2016-03-05","S1","TISDALE","2016-03-06","1439",14.1,54.8,171,"2:08",11,2
"337",38880,"2016-03-05","S1","TISDALE","2016-03-06","1439",14.1,38.8,150,"1:27",11,2
"338",38882,"2016-03-05","S1","TISDALE","2016-03-06","1439",14.1,70.9,192,"1:18",11,2
"339",38883,"2016-03-05","S1","TISDALE","2016-03-06","1439",14.1,76,190,"2:07",11,2
"340",38884,"2016-03-05","S1","TISDALE","2016-03-06","1439",14.1,34.2,146,"1:10",11,2
"341",38887,"2016-03-05","S1","TISDALE","2016-03-06","1439",14.1,21.3,128,"1:48",11,2
"342",38888,"2016-03-05","S1","TISDALE","2016-03-06","1439",14.1,75.1,192,"1:47",11,2
"343",38889,"2016-03-05","S1","TISDALE","2016-03-06","1439",14.1,39.1,152,"1:45",11,2
"344",38890,"2016-03-05","S1","TISDALE","2016-03-06","1439",14.1,47,165,"1:20",11,2
"345",38891,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,73.4,186,"1:55",13,2
"346",38892,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,41.2,157,"1:58",13,2
"347",38894,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,35.3,149,"2:58",13,2
"348",38895,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,42.3,165,"1:53",13,2
"349",38896,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,35.6,151,"1:58",13,2
"350",38897,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,38.2,153,"2:01",13,2
"351",38898,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,86.8,201,"1:51",13,2
"352",38899,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,36.9,153,"1:57",13,2
"353",38901,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,39,152,"1:21",13,2
"354",38902,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,26.8,137,"1:28",13,2
"355",38903,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,41.3,157,"1:35",13,2
"356",38904,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,45.9,167,"1:26",13,2
"357",38905,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,75.3,188,"1:27",13,2
"358",38906,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,41.7,158,"1:27",13,2
"359",38907,"2016-03-05","S1","TISDALE","2016-03-06","2100",14.4,83.4,197,"1:21",13,2
"360",38908,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,47.2,161,"2:16",15,2
"361",38909,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,50.1,160,"2:13",15,2
"362",38910,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,55.8,169,"2:37",15,2
"363",38911,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,35.5,149,"1:52",15,2
"364",38912,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,37.4,154,"1:44",15,2
"365",38914,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,55.4,175,"1:52",15,2
"366",38915,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,43.5,164,"2:10",15,2
"367",38916,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,32,141,"3:55",15,2
"368",38917,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,51.3,173,"1:36",15,2
"369",38918,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,45.6,160,"1:21",15,2
"370",38920,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,84.1,197,"2:22",15,2
"371",38921,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,44,164,"1:34",15,2
"372",38922,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,32.1,143,"1:36",15,2
"373",38923,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,27.4,139,"1:39",15,2
"374",38924,"2016-03-05","S1","TISDALE","2016-03-06","2108",14.4,40.2,155,"1:41",15,2
"375",38925,"2016-03-10","T1","TISDALE","2016-03-11","3",11,74.2,182,"1:43",1,3
"376",38926,"2016-03-10","T1","TISDALE","2016-03-11","3",11,31.7,148,"1:35",1,3
"377",38927,"2016-03-10","T1","TISDALE","2016-03-11","3",11,47,164,"1:38",1,3
"378",38928,"2016-03-10","T1","TISDALE","2016-03-11","3",11,54.3,168,"2:04",1,3
"379",38929,"2016-03-10","T1","TISDALE","2016-03-11","3",11,56.5,173,"1:35",1,3
"380",38930,"2016-03-10","T1","TISDALE","2016-03-11","13",11,62.2,178,"1:22",4,3
"381",38931,"2016-03-10","T1","TISDALE","2016-03-11","9",11,67,185,"1:28",3,3
"382",38932,"2016-03-10","T1","TISDALE","2016-03-11","9",11,65.6,180,"N/T",3,3
"383",38933,"2016-03-10","T1","TISDALE","2016-03-11","9",11,51.9,170,"1:20",3,3
"384",38934,"2016-03-10","T1","TISDALE","2016-03-11","9",11,27.7,140,"1:28",3,3
"385",38935,"2016-03-10","T1","TISDALE","2016-03-11","9",11,39.8,155,"1:35",3,3
"386",38936,"2016-03-10","T2","TISDALE","2016-03-11","402",11,37.1,152,"1:42",5,3
"387",38937,"2016-03-10","T2","TISDALE","2016-03-11","402",11,43.6,159,"1:50",5,3
"388",38938,"2016-03-10","T2","TISDALE","2016-03-11","402",11,34.7,145,"1:35",5,3
"389",38939,"2016-03-10","T2","TISDALE","2016-03-11","402",11,51,171,"1:25",5,3
"390",38940,"2016-03-10","T2","TISDALE","2016-03-11","402",11,67.7,187,"1:44",5,3
"391",38941,"2016-03-10","T2","TISDALE","2016-03-11","409",11,83.8,197,"1:27",7,3
"392",38942,"2016-03-10","T2","TISDALE","2016-03-11","409",11,29.1,140,"1:29",7,3
"393",38943,"2016-03-10","T2","TISDALE","2016-03-11","409",11,52.4,169,"1:32",7,3
"394",38944,"2016-03-10","T2","TISDALE","2016-03-11","409",11,37.1,149,"1:32",7,3
"395",38945,"2016-03-10","T2","TISDALE","2016-03-11","409",11,67.1,185,"1:33",7,3
"396",38946,"2016-03-10","T3","TISDALE","2016-03-11","755",12.7,53.9,174,"1:32",9,3
"397",38947,"2016-03-10","T3","TISDALE","2016-03-11","755",12.7,46.2,163,"1:30",9,3
"398",38948,"2016-03-10","T3","TISDALE","2016-03-11","755",12.7,44.1,165,"1:31",9,3
"399",38949,"2016-03-10","T3","TISDALE","2016-03-11","755",12.7,85.5,201,"1:31",9,3
"400",38950,"2016-03-10","T3","TISDALE","2016-03-11","802",12.7,62.8,180,"1:21",11,3
"401",38951,"2016-03-10","T3","TISDALE","2016-03-11","802",12.7,61.6,173,"1:22",11,3
"402",38952,"2016-03-10","T3","TISDALE","2016-03-11","802",12.7,50.4,168,"1:28",11,3
"403",38953,"2016-03-10","T3","TISDALE","2016-03-11","802",12.7,85.2,202,"1:34",11,3
"404",38954,"2016-03-10","T3","TISDALE","2016-03-11","802",12.7,79.4,190,"1:26",11,3
"405",38967,"2016-03-10","T1","TISDALE","2016-03-11","3",11,60,179,"2:48",1,3
"406",38968,"2016-03-10","T1","TISDALE","2016-03-11","3",11,54.6,169,"2:33",1,3
"407",38969,"2016-03-10","T1","TISDALE","2016-03-11","3",11,22.6,129,"1:54",1,3
"408",38970,"2016-03-10","T1","TISDALE","2016-03-11","3",11,52.9,168,"2:10",1,3
"409",38971,"2016-03-10","T1","TISDALE","2016-03-11","3",11,37.7,153,"1:53",1,3
"410",38972,"2016-03-10","T1","TISDALE","2016-03-11","3",11,55.5,171,"2:25",1,3
"411",38973,"2016-03-10","T1","TISDALE","2016-03-11","9",11,68.1,185,"1:51",3,3
"412",38974,"2016-03-10","T1","TISDALE","2016-03-11","9",11,36.1,151,"2:03",3,3
"413",38975,"2016-03-10","T1","TISDALE","2016-03-11","9",11,49.8,168,"2:05",3,3
"414",38976,"2016-03-10","T1","TISDALE","2016-03-11","9",11,47.2,165,"2:04",3,3
"415",38977,"2016-03-10","T1","TISDALE","2016-03-11","9",11,38.5,154,"2:04",3,3
"416",38978,"2016-03-10","T1","TISDALE","2016-03-11","9",11,47.6,165,"1:47",3,3
"417",38979,"2016-03-10","T2","TISDALE","2016-03-11","411",11,70.4,187,"2:10",8,3
"418",38980,"2016-03-10","T2","TISDALE","2016-03-11","405",11,46.3,164,"1:57",6,3
"419",38981,"2016-03-10","T2","TISDALE","2016-03-11","405",11,72.6,181,"1:52",6,3
"420",38982,"2016-03-10","T2","TISDALE","2016-03-11","405",11,45.2,161,"2:20",6,3
"421",38984,"2016-03-10","T2","TISDALE","2016-03-11","405",11,50.6,162,"2:07",6,3
"422",38985,"2016-03-10","T2","TISDALE","2016-03-11","405",11,72.3,193,"1:45",6,3
"423",38986,"2016-03-10","T2","TISDALE","2016-03-11","411",11,50.7,172,"2:41",8,3
"424",38987,"2016-03-10","T2","TISDALE","2016-03-11","411",11,44.7,163,"2:12",8,3
"425",38988,"2016-03-10","T2","TISDALE","2016-03-11","411",11,61.7,175,"2:02",8,3
"426",38989,"2016-03-10","T3","TISDALE","2016-03-11","755",12.7,35.7,151,"N/T",9,3
"427",38990,"2016-03-10","T3","TISDALE","2016-03-11","755",12.7,61.2,176,"1:59",9,3
"428",38991,"2016-03-10","T3","TISDALE","2016-03-11","755",12.7,45.6,160,"2:04",9,3
"429",38992,"2016-03-10","T3","TISDALE","2016-03-11","755",12.7,59.1,176,"1:53",9,3
"430",38993,"2016-03-10","T3","TISDALE","2016-03-11","755",12.7,30.2,138,"1:59",9,3
"431",38994,"2016-03-10","T3","TISDALE","2016-03-11","755",12.7,49.8,166,"N/T",9,3
"432",39012,"2016-03-14","S1","TISDALE","2016-03-15","1800",14.4,54.3,171,"1:33",1,4
"433",39013,"2016-03-14","S1","TISDALE","2016-03-15","1800",14.4,72,187,"1:26",1,4
"434",39014,"2016-03-14","S1","TISDALE","2016-03-15","1800",14.4,71.1,190,"1:50",1,4
"435",39015,"2016-03-14","S1","TISDALE","2016-03-15","1800",14.4,51.2,170,"1:45",1,4
"436",39016,"2016-03-14","S1","TISDALE","2016-03-15","1800",14.4,29.5,145,"1:37",1,4
"437",39017,"2016-03-14","S1","TISDALE","2016-03-15","1800",14.4,35,148,"1:19",1,4
"438",39018,"2016-03-14","S1","TISDALE","2016-03-16","1000",11.4,28.5,140,"1:45",3,4
"439",39019,"2016-03-14","S1","TISDALE","2016-03-16","1000",11.4,54.7,174,"1:22",3,4
"440",39020,"2016-03-14","S1","TISDALE","2016-03-16","1000",11.4,58.1,180,"1:45",3,4
"441",39021,"2016-03-14","S1","TISDALE","2016-03-16","1000",11.4,71.1,192,"1:37",3,4
"442",39022,"2016-03-14","S1","TISDALE","2016-03-16","1000",11.4,67.4,188,"1:33",3,4
"443",39024,"2016-03-14","S1","TISDALE","2016-03-16","1000",11.4,34.1,148,"1:19",3,4
"444",39025,"2016-03-14","S1","TISDALE","2016-03-16","1000",11.4,54.6,169,"1:37",3,4
"445",39054,"2016-03-14","S1","TISDALE","2016-03-15","1800",11.4,52.9,171,"1:52",1,4
"446",39055,"2016-03-14","S1","TISDALE","2016-03-15","1800",11.4,36,152,"2:07",1,4
"447",39056,"2016-03-14","S1","TISDALE","2016-03-15","1800",11.4,31.5,146,"2:01",1,4
"448",39057,"2016-03-14","S1","TISDALE","2016-03-15","1800",11.4,29.7,140,"2:21",1,4
"449",39058,"2016-03-14","S1","TISDALE","2016-03-15","1800",11.4,64,179,"1:55",1,4
"450",39059,"2016-03-14","S1","TISDALE","2016-03-16","1000",11.4,39.9,157,"1:55",3,4
"451",39060,"2016-03-14","S1","TISDALE","2016-03-16","1000",11.4,54.3,173,"2:02",3,4
"452",39061,"2016-03-14","S1","TISDALE","2016-03-16","1000",11.4,54.1,171,"2:02",3,4
"453",39063,"2016-03-14","S1","TISDALE","2016-03-16","1000",11.4,84.3,198,"1:59",3,4
"454",39065,"2016-03-14","S1","TISDALE","2016-03-16","1000",11.4,55.6,173,"1:55",3,4
"455",39066,"2016-03-14","S1","TISDALE","2016-03-16","1000",11.4,52.8,169,"2:17",3,4
"456",39087,"2016-03-16","S1","TISDALE","2016-03-17","1800",12.2,56.6,174,"2:02",2,5
"457",39088,"2016-03-16","S1","TISDALE","2016-03-17","1800",12.2,45.2,161,"1:59",2,5
"458",39089,"2016-03-16","S1","TISDALE","2016-03-17","1800",12.2,33.1,147,"1:55",2,5
"459",39090,"2016-03-16","S1","TISDALE","2016-03-17","1800",12.2,36.3,152,"1:51",2,5
"460",39092,"2016-03-16","S1","TISDALE","2016-03-17","1800",12.2,36.7,153,"2:35",2,5
"461",39093,"2016-03-16","S1","TISDALE","2016-03-17","1800",12.2,67.5,184,"1:57",2,5
"462",39094,"2016-03-16","S1","TISDALE","2016-03-18","959",12.2,47.6,167,"2:25",3,5
"463",39095,"2016-03-16","S1","TISDALE","2016-03-18","959",12.2,64.8,181,"1:52",3,5
"464",39096,"2016-03-16","S1","TISDALE","2016-03-18","959",12.2,23.8,132,"2:07",3,5
"465",39097,"2016-03-16","S1","TISDALE","2016-03-18","959",12.2,53.6,197,"2:07",3,5
"466",39098,"2016-03-16","S1","TISDALE","2016-03-18","959",12.2,32.1,147,"1:59",3,5
"467",39106,"2016-03-16","S1","TISDALE","2016-03-17","1800",12.2,29.4,139,"1:32",2,5
"468",39107,"2016-03-16","S1","TISDALE","2016-03-17","1800",12.2,39.9,155,"1:13",2,5
"469",39108,"2016-03-16","S1","TISDALE","2016-03-17","1800",12.2,42.8,163,"1:23",2,5
"470",39109,"2016-03-16","S1","TISDALE","2016-03-17","1800",12.2,43,165,"1:40",2,5
"471",39110,"2016-03-16","S1","TISDALE","2016-03-17","1800",12.2,45.8,164,"1:09",2,5
"472",39111,"2016-03-16","S1","TISDALE","2016-03-17","1800",12.2,54.2,172,"1:36",2,5
"473",39112,"2016-03-16","S1","TISDALE","2016-03-18","959",12.2,53.6,173,"1:29",3,5
"474",39113,"2016-03-16","S1","TISDALE","2016-03-18","959",12.2,31.3,150,"1:15",3,5
"475",39114,"2016-03-16","S1","TISDALE","2016-03-18","959",12.2,70.8,192,"1:21",3,5
"476",39115,"2016-03-16","S1","TISDALE","2016-03-18","959",12.2,49.6,168,"1:18",3,5
"477",39116,"2016-03-16","S1","TISDALE","2016-03-18","959",12.2,33.7,148,"1:20",3,5
"478",39117,"2016-03-16","S1","TISDALE","2016-03-18","959",12.2,53.4,174,"1:40",3,5
"479",39118,"2016-03-16","S1","TISDALE","2016-03-18","959",12.2,40.9,159,"1:20",3,5
"480",39283,"2016-03-10","T3","TISDALE","2016-03-11","802",12.7,40.2,151,"2:16",11,3
"481",39284,"2016-03-10","T3","TISDALE","2016-03-11","802",12.7,31.4,145,"2:00",11,3
"482",39285,"2016-03-10","T3","TISDALE","2016-03-11","803",12.7,69,183,"2:01",12,3
"483",39287,"2016-03-10","T3","TISDALE","2016-03-11","803",12.7,53.7,170,"1:59",12,3
"484",39288,"2016-03-10","T3","TISDALE","2016-03-11","803",12.7,67.8,184,"1:59",12,3
"485",39289,"2016-03-10","T3","TISDALE","2016-03-11","803",12.7,79.1,191,"2:02",12,3
"486",39291,"2016-03-10","T3","TISDALE","2016-03-11","803",12.7,28.9,138,"2:02",12,3
"487",39292,"2016-03-10","T3","TISDALE","2016-03-11","803",12.7,70.4,186,"1:33",12,3
"488",39310,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,71.2,187,"1:50",16,2
"489",39311,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,46,163,"1:41",16,2
"490",39312,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,53.2,169,"1:45",16,2
"491",39314,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,61,177,"1:23",16,2
"492",39316,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,39.8,156,"2:08",16,2
"493",39317,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,52.9,176,"1:38",16,2
"494",39318,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,34.8,150,"1:41",16,2
"495",39319,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,36.1,152,"1:38",16,2
"496",39320,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,88.3,205,"1:49",16,2
"497",39321,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,19.5,122,"2:27",16,2
"498",39322,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,24,133,"2:22",16,2
"499",39323,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,42,161,"2:16",16,2
"500",39324,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,49.4,166,"1:51",16,2
"501",39325,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,69.6,184,"2:10",16,2
"502",39326,"2016-03-05","S1","TISDALE","2016-03-06","2112",14.4,59.1,181,"2:06",16,2
"503",39327,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,35.3,150,"1:32",14,2
"504",39328,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,58.6,177,"1:38",14,2
"505",39329,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,33.9,149,"1:39",14,2
"506",39330,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,34.6,150,"1:32",14,2
"507",39331,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,28.4,138,"1:31",14,2
"508",39332,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,49.9,165,"1:29",14,2
"509",39333,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,49.1,169,"1:29",14,2
"510",39334,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,38.5,151,"1:32",14,2
"511",39335,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,47.3,165,"1:58",14,2
"512",39336,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,38.3,156,"2:04",14,2
"513",39337,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,91.6,203,"1:58",14,2
"514",39338,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,62.6,183,"2:15",14,2
"515",39339,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,24.3,127,"2:15",14,2
"516",39340,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,62.8,177,"2:00",14,2
"517",39342,"2016-03-05","S1","TISDALE","2016-03-06","2105",14.4,34.6,147,"2:17",14,2
"518",39343,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,54.7,173,"N/T",12,2
"519",39344,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,43.3,161,"1:27",12,2
"520",39345,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,86.3,200,"1:36",12,2
"521",39346,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,23.7,136,"1:41",12,2
"522",39348,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,54.7,173,"1:34",12,2
"523",39349,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,41.6,160,"1:24",12,2
"524",39351,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,52.5,165,"1:30",12,2
"525",39352,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,53.5,171,"1:51",12,2
"526",39353,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,59.1,173,"1:50",12,2
"527",39354,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,35.9,151,"1:56",12,2
"528",39355,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,32.3,148,"2:16",12,2
"529",39356,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,49.7,165,"1:44",12,2
"530",39357,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,40.4,177,"1:54",12,2
"531",39358,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,57.9,176,"2:01",12,2
"532",39359,"2016-03-05","S1","TISDALE","2016-03-06","1441",14.1,91.3,199,"1:52",12,2
"533",39360,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,37.3,148,"1:35",10,2
"534",39361,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,34.2,148,"1:28",10,2
"535",39362,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,48.3,164,"1:26",10,2
"536",39363,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,53,169,"1:45",10,2
"537",39364,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,40.7,158,"1:27",10,2
"538",39365,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,30.8,140,"1:38",10,2
"539",39366,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,62.2,183,"1:33",10,2
"540",39367,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,53.4,169,"1:42",10,2
"541",39368,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,32.5,146,"1:53",10,2
"542",39369,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,82.1,197,"1:49",10,2
"543",39370,"2016-03-05","S1","TISDALE","2016-03-06","1436",14.1,44.8,159,"1:33",10,2
